route_name,origin,destination,service_type,route_name_simple,origin_country,destination_country,distance_km,operator,type,train_gco2_pkm,plane_gco2_pkm,train_co2_kg,plane_co2_kg,co2_savings_kg,savings_percent,emission_source,calculation_date,is_outlier_distance,is_cross_border,distance_category,is_flight_competitive,co2_ratio_train_plane,type_encoded,capacity,passengers_estimated,load_factor,is_underserved
Cottbus Hbf → Norddeich Mole,Cottbus Hbf,Norddeich Mole,night,Cottbus → Norddeich Mole,DE,DE,525.66,DB,night,14,144,7.36,75.7,68.34,90.3,Back-on-Track 2022,2026-03-22,0,0,long,1,0.0972,1,200,115,0.575,0
K80,Courtrai,Lille Flandres,day,Courtrai → Lille Flandres,FR,FR,24.77,SNCF,day,14,144,0.35,3.57,3.22,90.2,Back-on-Track 2022,2026-03-22,0,0,court,1,0.098,0,300,130,0.4333,0
C305,Lison,Coutances,day,Lison → Coutances,FR,FR,35.06,SNCF,day,14,144,0.49,5.05,4.56,90.3,Back-on-Track 2022,2026-03-22,0,0,court,1,0.097,0,300,181,0.6033,0
F32,Coutras,Niversac,day,Coutras → Niversac,FR,FR,74.63,SNCF,day,14,144,1.04,10.75,9.71,90.3,Back-on-Track 2022,2026-03-22,0,0,court,1,0.0967,0,300,193,0.6433,0
F32,Coutras,Perigueux,day,Coutras → Perigueux,FR,FR,67.96,SNCF,day,14,144,0.95,9.79,8.84,90.3,Back-on-Track 2022,2026-03-22,0,0,court,1,0.097,0,300,154,0.5133,0
C10,Saint Just En Chaussee,Creil,day,Saint Just En Chaussee → Creil,FR,FR,26.83,SNCF,day,14,144,0.38,3.86,3.48,90.2,Back-on-Track 2022,2026-03-22,0,0,court,1,0.0984,0,300,216,0.72,0
K12,Creil,Lille Flandres,day,Creil → Lille Flandres,FR,FR,158.58,SNCF,day,14,144,2.22,22.84,20.62,90.3,Back-on-Track 2022,2026-03-22,0,0,moyen,1,0.0972,0,300,99,0.33,0
K13,Creil,Maubeuge,day,Creil → Maubeuge,FR,FR,155.42,SNCF,day,14,144,2.18,22.38,20.2,90.3,Back-on-Track 2022,2026-03-22,0,0,moyen,1,0.0974,0,300,141,0.47,0
C10,Creil,Paris Gare Du Nord,day,Creil → Paris du Nord,FR,FR,43.47,SNCF,day,14,144,0.61,6.26,5.65,90.3,Back-on-Track 2022,2026-03-22,0,0,court,1,0.0974,0,300,118,0.3933,0
K14,Saint Quentin,Creil,day,Saint Quentin → Creil,FR,FR,87.58,SNCF,day,14,144,1.23,12.61,11.38,90.2,Back-on-Track 2022,2026-03-22,0,0,court,1,0.0975,0,300,90,0.3,0
INCONNU,Crepy En Valois,Laon,day,Crepy En Valois → Laon,FR,FR,65.38,OCEdefault,day,14,144,0.92,9.41,8.49,90.2,Back-on-Track 2022,2026-03-22,0,0,court,1,0.0978,0,300,146,0.4867,0
K15,Crepy En Valois,Paris Gare Du Nord,day,Crepy En Valois → Paris du Nord,FR,FR,55.0,SNCF,day,14,144,0.77,7.92,7.15,90.3,Back-on-Track 2022,2026-03-22,0,0,court,1,0.0972,0,300,145,0.4833,0
P831,Thionville,Creutzwald Gare Routiere,day,Thionville → Creutzwald,FR,FR,41.65,SNCF,day,14,144,0.58,6.0,5.42,90.3,Back-on-Track 2022,2026-03-22,0,0,court,1,0.0967,0,300,218,0.7267,0
R,Le Day,Cully,day,le Day → Cully,CH,CH,35.93,SBB (Schweizerische Bundesbahnen SBB),day,14,144,0.5,5.17,4.67,90.3,Back-on-Track 2022,2026-03-22,0,0,court,1,0.0967,0,300,178,0.5933,0
R,Vallorbe,Cully,day,Vallorbe → Cully,CH,CH,36.9,SBB (Schweizerische Bundesbahnen SBB),day,14,144,0.52,5.31,4.79,90.2,Back-on-Track 2022,2026-03-22,0,0,court,1,0.0979,0,300,104,0.3467,0
INCONNU,Dijon,Culmont Chalindrey,day,Dijon → Culmont Chalindrey,FR,FR,62.48,OCEdefault,day,14,144,0.87,9.0,8.13,90.3,Back-on-Track 2022,2026-03-22,0,0,court,1,0.0967,0,300,233,0.7767,0
TER,Dijon,Culmont Chalindrey,day,Dijon → Culmont Chalindrey,CH,CH,62.55,SNCF (Société Nationale des Chemins de fer Français),day,14,144,0.88,9.01,8.13,90.2,Back-on-Track 2022,2026-03-22,0,0,court,1,0.0977,0,300,205,0.6833,0
C72+,Culmont Chalindrey,Saint Dizier,day,Culmont Chalindrey → Saint Dizier,FR,FR,99.55,SNCF,day,14,144,1.39,14.34,12.95,90.3,Back-on-Track 2022,2026-03-22,0,0,court,1,0.0969,0,300,176,0.5867,0
INCONNU,Lyon Perrache,Culmont Chalindrey,day,Lyon Perrache → Culmont Chalindrey,FR,FR,234.02,OCEdefault,day,14,144,3.28,33.7,30.42,90.3,Back-on-Track 2022,2026-03-22,0,0,moyen,1,0.0973,0,300,140,0.4667,0
K45,Culmont Chalindrey,Nancy,day,Culmont Chalindrey → Nancy,FR,FR,111.8,SNCF,day,14,144,1.57,16.1,14.53,90.2,Back-on-Track 2022,2026-03-22,0,0,court,1,0.0975,0,300,107,0.3567,0
K4,Culmont Chalindrey,Paris Est,night,Culmont Chalindrey → Paris Est,FR,FR,256.96,SNCF VOYAGEURS,night,14,144,3.6,37.0,33.4,90.3,Back-on-Track 2022,2026-03-22,0,0,moyen,1,0.0973,1,200,109,0.545,0
C72,Culmont Chalindrey,Reims,night,Culmont Chalindrey → Reims,FR,FR,192.07,SNCF VOYAGEURS,night,14,144,2.69,27.66,24.97,90.3,Back-on-Track 2022,2026-03-22,0,0,moyen,1,0.0973,1,200,153,0.765,0
K4,Troyes,Culmont Chalindrey,day,Troyes → Culmont Chalindrey,FR,FR,115.79,SNCF,day,14,144,1.62,16.67,15.05,90.3,Back-on-Track 2022,2026-03-22,0,0,court,1,0.0972,0,300,235,0.7833,0
TER,Vittel,Culmont Chalindrey,day,Vittel → Culmont Chalindrey,CH,CH,57.29,SNCF (Société Nationale des Chemins de fer Français),day,14,144,0.8,8.25,7.45,90.3,Back-on-Track 2022,2026-03-22,0,0,court,1,0.097,0,300,219,0.73,0
C6,Saint Cyprien Arenes,L Isle Jourdain,day,Saint Cyprien Arenes → l Isle Jourdain,FR,FR,26.43,SNCF,day,14,144,0.37,3.81,3.44,90.3,Back-on-Track 2022,2026-03-22,0,0,court,1,0.0971,0,300,128,0.4267,0
S33,Winterthur,Dachsen,day,Winterthur → Dachsen,CH,CH,20.29,SBB (Schweizerische Bundesbahnen SBB),day,14,144,0.28,2.92,2.64,90.4,Back-on-Track 2022,2026-03-22,0,0,court,1,0.0959,0,300,100,0.3333,0
P851,Damblain Eglise,Nancy,day,Damblain Eglise → Nancy,FR,FR,76.26,SNCF,day,14,144,1.07,10.98,9.91,90.3,Back-on-Track 2022,2026-03-22,0,0,court,1,0.0974,0,300,156,0.52,0
Darmstadt Hbf → Dortmund Hbf,Darmstadt Hbf,Dortmund Hbf,day,Darmstadt → Dortmund,DE,DE,200.67,DB,day,14,144,2.81,28.9,26.09,90.3,Back-on-Track 2022,2026-03-22,0,0,moyen,1,0.0972,0,300,90,0.3,0
Graz Hbf → Darmstadt Hbf,Graz Hbf,Darmstadt Hbf,night,Graz → Darmstadt,DE,DE,588.96,DB,night,14,144,8.25,84.81,76.56,90.3,Back-on-Track 2022,2026-03-22,0,0,long,1,0.0973,1,200,130,0.65,0
Hamburg Hbf → Darmstadt Hbf,Hamburg Hbf,Darmstadt Hbf,day,Hamburg → Darmstadt,DE,DE,420.06,DB,day,14,144,5.88,60.49,54.61,90.3,Back-on-Track 2022,2026-03-22,0,0,long,1,0.0972,0,300,143,0.4767,0
Hamburg-Altona → Darmstadt Hbf,Hamburg Altona,Darmstadt Hbf,night,Hamburg Altona → Darmstadt,DE,DE,418.97,DB,night,14,144,5.87,60.33,54.46,90.3,Back-on-Track 2022,2026-03-22,0,0,long,1,0.0973,1,200,106,0.53,0
Darmstadt Hbf → Klagenfurt Hbf,Darmstadt Hbf,Klagenfurt Hbf,day,Darmstadt → Klagenfurt,DE,DE,554.98,ÖBB,day,14,144,7.77,79.92,72.15,90.3,Back-on-Track 2022,2026-03-22,0,0,long,1,0.0972,0,300,90,0.3,0
Darmstadt Hbf → München Hbf,Darmstadt Hbf,Munchen Hbf,day,Darmstadt → Munchen,DE,DE,287.6,DB,day,14,144,4.03,41.41,37.38,90.3,Back-on-Track 2022,2026-03-22,0,0,moyen,1,0.0973,0,300,173,0.5767,0
Salzburg Hbf → Darmstadt Hbf,Salzburg Hbf,Darmstadt Hbf,night,Salzburg → Darmstadt,DE,DE,395.98,DB,night,14,144,5.54,57.02,51.48,90.3,Back-on-Track 2022,2026-03-22,0,0,moyen,1,0.0972,1,200,104,0.52,0
Darmstadt Hbf → Stuttgart Hbf,Darmstadt Hbf,Stuttgart Hbf,day,Darmstadt → Stuttgart,DE,DE,127.47,DB,day,14,144,1.78,18.36,16.58,90.3,Back-on-Track 2022,2026-03-22,0,0,court,1,0.0969,0,300,97,0.3233,0
R,Davos Glaris,Filisur,day,Davos Glaris → Filisur,CH,CH,10.77,RhB (Rhätische Bahn),day,14,144,0.15,1.55,1.4,90.3,Back-on-Track 2022,2026-03-22,0,0,court,1,0.0968,0,300,90,0.3,0
R,Filisur,Davos Platz,day,Filisur → Davos Platz,CH,CH,16.73,RhB (Rhätische Bahn),day,14,144,0.23,2.41,2.18,90.5,Back-on-Track 2022,2026-03-22,0,0,court,1,0.0954,0,300,149,0.4967,0
R,Landquart,Davos Platz,day,Landquart → Davos Platz,CH,CH,28.16,RhB (Rhätische Bahn),day,14,144,0.39,4.06,3.67,90.4,Back-on-Track 2022,2026-03-22,0,0,court,1,0.0961,0,300,230,0.7667,0
D51,Dax,Hendaye,day,Dax → Hendaye,FR,FR,71.73,SNCF,day,14,144,1.0,10.33,9.33,90.3,Back-on-Track 2022,2026-03-22,0,0,court,1,0.0968,0,300,225,0.75,0
D52,Lourdes,Dax,day,Lourdes → Dax,FR,FR,106.7,SNCF,day,14,144,1.49,15.36,13.87,90.3,Back-on-Track 2022,2026-03-22,0,0,court,1,0.097,0,300,129,0.43,0
D52,Dax,Pau,day,Dax → Pau,FR,FR,72.71,SNCF,day,14,144,1.02,10.47,9.45,90.3,Back-on-Track 2022,2026-03-22,0,0,court,1,0.0974,0,300,123,0.41,0
D52,Tarbes,Dax,day,Tarbes → Dax,FR,FR,104.97,SNCF,day,14,144,1.47,15.12,13.65,90.3,Back-on-Track 2022,2026-03-22,0,0,court,1,0.0972,0,300,171,0.57,0
TER,Laroche Migennes,Gare De Lyon,night,Laroche Migennes → de Lyon,FR,FR,129.08,TER,night,14,144,1.81,18.59,16.78,90.3,Back-on-Track 2022,2026-03-22,0,0,court,1,0.0974,1,200,90,0.45,0
K6,Dijon,Decize,day,Dijon → Decize,FR,FR,129.9,SNCF,day,14,144,1.82,18.71,16.89,90.3,Back-on-Track 2022,2026-03-22,0,0,court,1,0.0973,0,300,164,0.5467,0
P26,Decize,Moulins Sur Allier,day,Decize → Moulins Sur Allier,FR,FR,32.21,SNCF,day,14,144,0.45,4.64,4.19,90.3,Back-on-Track 2022,2026-03-22,0,0,court,1,0.097,0,300,184,0.6133,0
K6,Nevers,Decize,day,Nevers → Decize,FR,FR,29.26,SNCF,day,14,144,0.41,4.21,3.8,90.3,Back-on-Track 2022,2026-03-22,0,0,court,1,0.0974,0,300,205,0.6833,0
R,Delle,Delemont,day,Delle → Delemont,CH,CH,30.15,SBB (Schweizerische Bundesbahnen SBB),day,14,144,0.42,4.34,3.92,90.3,Back-on-Track 2022,2026-03-22,0,0,court,1,0.0968,0,300,145,0.4833,0
IC51,Delemont,Lausanne,day,Delemont → Lausanne,CH,CH,108.76,SBB (Schweizerische Bundesbahnen SBB),day,14,144,1.52,15.66,14.14,90.3,Back-on-Track 2022,2026-03-22,0,0,court,1,0.0971,0,300,141,0.47,0
R,Delemont,Porrentruy,day,Delemont → Porrentruy,CH,CH,21.35,SBB (Schweizerische Bundesbahnen SBB),day,14,144,0.3,3.07,2.77,90.2,Back-on-Track 2022,2026-03-22,0,0,court,1,0.0977,0,300,110,0.3667,0
IC51,Yverdon Les Bains,Delemont,day,Yverdon les Bains → Delemont,CH,CH,83.96,SBB (Schweizerische Bundesbahnen SBB),day,14,144,1.18,12.09,10.91,90.2,Back-on-Track 2022,2026-03-22,0,0,court,1,0.0976,0,300,113,0.3767,0
R,Delle,Porrentruy,day,Delle → Porrentruy,CH,CH,10.8,SBB (Schweizerische Bundesbahnen SBB),day,14,144,0.15,1.56,1.41,90.4,Back-on-Track 2022,2026-03-22,0,0,court,1,0.0962,0,300,140,0.4667,0
RE,Offenburg,Denzlingen,day,Offenburg → Denzlingen,CH,CH,45.58,DB Regio (DB Regio AG Baden-Württemberg),day,14,144,0.64,6.56,5.92,90.2,Back-on-Track 2022,2026-03-22,0,0,court,1,0.0976,0,300,167,0.5567,0
C24,Epinal,Saint Die Des Vosges,day,Epinal → Saint Die des Vosges,FR,FR,39.28,SNCF,day,14,144,0.55,5.66,5.11,90.3,Back-on-Track 2022,2026-03-22,0,0,court,1,0.0972,0,300,191,0.6367,0
C42,Saint Die Des Vosges,Luneville,day,Saint Die des Vosges → Luneville,FR,FR,47.61,SNCF,day,14,144,0.67,6.86,6.19,90.2,Back-on-Track 2022,2026-03-22,0,0,court,1,0.0977,0,300,114,0.38,0
C24+,Molsheim,Saint Die Des Vosges,day,Molsheim → Saint Die des Vosges,FR,FR,49.63,SNCF,day,14,144,0.69,7.15,6.46,90.3,Back-on-Track 2022,2026-03-22,0,0,court,1,0.0965,0,300,217,0.7233,0
C42,Saint Die Des Vosges,Nancy,day,Saint Die des Vosges → Nancy,FR,FR,72.87,SNCF,day,14,144,1.02,10.49,9.47,90.3,Back-on-Track 2022,2026-03-22,0,0,court,1,0.0972,0,300,138,0.46,0
805B,Paris Est,Saint Die Des Vosges,day,Paris Est → Saint Die des Vosges,FR,FR,344.03,SNCF,day,14,144,4.82,49.54,44.72,90.3,Back-on-Track 2022,2026-03-22,0,0,moyen,1,0.0973,0,300,149,0.4967,0
C24+,Saint Die Des Vosges,Rothau,day,Saint Die des Vosges → Rothau,FR,FR,27.47,SNCF,day,14,144,0.38,3.96,3.58,90.4,Back-on-Track 2022,2026-03-22,0,0,court,1,0.096,0,300,116,0.3867,0
TER,Saint Die Des Vosges,Rothau,day,Saint Die des Vosges → Rothau,CH,CH,27.5,SNCF (Société Nationale des Chemins de fer Français),day,14,144,0.38,3.96,3.58,90.4,Back-on-Track 2022,2026-03-22,0,0,court,1,0.096,0,300,90,0.3,0
C24+,Saales,Saint Die Des Vosges,day,Saales → Saint Die des Vosges,FR,FR,13.99,SNCF,day,14,144,0.2,2.01,1.81,90.0,Back-on-Track 2022,2026-03-22,0,0,court,1,0.0995,0,300,190,0.6333,0
P811,Selestat,Saint Die Des Vosges,day,Selestat → Saint Die des Vosges,FR,FR,36.69,SNCF,day,14,144,0.51,5.28,4.77,90.3,Back-on-Track 2022,2026-03-22,0,0,court,1,0.0966,0,300,183,0.61,0
C24+,Strasbourg,Saint Die Des Vosges,day,Strasbourg → Saint Die des Vosges,FR,FR,67.03,SNCF,day,14,144,0.94,9.65,8.71,90.3,Back-on-Track 2022,2026-03-22,0,0,court,1,0.0974,0,300,137,0.4567,0
P4,Romans Bourg De Peage,Die,day,Romans Bourg de Peage → Die,FR,FR,40.68,SNCF,day,14,144,0.57,5.86,5.29,90.3,Back-on-Track 2022,2026-03-22,0,0,court,1,0.0973,0,300,153,0.51,0
P64,Romans Gare Routiere,Die,day,Romans → Die,FR,FR,40.55,SNCF,day,14,144,0.57,5.84,5.27,90.2,Back-on-Track 2022,2026-03-22,0,0,court,1,0.0976,0,300,173,0.5767,0
P64,Valence Gare Routiere,Die,day,Valence → Die,FR,FR,41.62,SNCF,day,14,144,0.58,5.99,5.41,90.3,Back-on-Track 2022,2026-03-22,0,0,court,1,0.0968,0,300,90,0.3,0
P818,Diemeringen,Sarralbe Centre,day,Diemeringen → Sarralbe Centre,FR,FR,13.11,SNCF,day,14,144,0.18,1.89,1.71,90.5,Back-on-Track 2022,2026-03-22,0,0,court,1,0.0952,0,300,126,0.42,0
P34,Diemeringen,Sarreguemines,day,Diemeringen → Sarreguemines,FR,FR,20.41,SNCF,day,14,144,0.29,2.94,2.65,90.1,Back-on-Track 2022,2026-03-22,0,0,court,1,0.0986,0,300,186,0.62,0
P34,Strasbourg,Diemeringen,day,Strasbourg → Diemeringen,FR,FR,56.38,SNCF,day,14,144,0.79,8.12,7.33,90.3,Back-on-Track 2022,2026-03-22,0,0,court,1,0.0973,0,300,94,0.3133,0
K1,Paris Saint Lazare,Dieppe,day,Paris Saint Lazare → Dieppe,FR,FR,147.04,SNCF,day,14,144,2.06,21.17,19.11,90.3,Back-on-Track 2022,2026-03-22,0,0,court,1,0.0973,0,300,163,0.5433,0
K1,Dieppe,Rouen Rive Droite,day,Dieppe → Rouen Rive Droite,FR,FR,52.62,SNCF,day,14,144,0.74,7.58,6.84,90.2,Back-on-Track 2022,2026-03-22,0,0,court,1,0.0976,0,300,90,0.3,0
S19,Effretikon,Dietikon,day,Effretikon → Dietikon,CH,CH,21.31,SBB (Schweizerische Bundesbahnen SBB),day,14,144,0.3,3.07,2.77,90.2,Back-on-Track 2022,2026-03-22,0,0,court,1,0.0977,0,300,171,0.57,0
S19,Pfaffikon Zh,Dietikon,day,Pfaffikon Zh → Dietikon,CH,CH,28.92,SBB (Schweizerische Bundesbahnen SBB),day,14,144,0.4,4.16,3.76,90.4,Back-on-Track 2022,2026-03-22,0,0,court,1,0.0962,0,300,148,0.4933,0
S17,Dietikon,Wohlen Ag,day,Dietikon → Wohlen Ag,CH,CH,12.01,AVA-bd (Aargau Verkehr AG),day,14,144,0.17,1.73,1.56,90.2,Back-on-Track 2022,2026-03-22,0,0,court,1,0.0983,0,300,90,0.3,0
P72,Lozanne,Digoin,day,Lozanne → Digoin,FR,FR,88.19,SNCF,day,14,144,1.23,12.7,11.47,90.3,Back-on-Track 2022,2026-03-22,0,0,court,1,0.0969,0,300,202,0.6733,0
K6,Dijon,Etang Sur Arroux,day,Dijon → Etang Sur Arroux,FR,FR,81.49,SNCF,day,14,144,1.14,11.73,10.59,90.3,Back-on-Track 2022,2026-03-22,0,0,court,1,0.0972,0,300,117,0.39,0
P20,Is Sur Tille,Dijon,day,Is Sur Tille → Dijon,FR,FR,23.22,SNCF,day,14,144,0.33,3.34,3.01,90.1,Back-on-Track 2022,2026-03-22,0,0,court,1,0.0988,0,300,114,0.38,0
K7,Laroche Migennes,Dijon,day,Laroche Migennes → Dijon,FR,FR,133.76,SNCF,day,14,144,1.87,19.26,17.39,90.3,Back-on-Track 2022,2026-03-22,0,0,court,1,0.0971,0,300,159,0.53,0
P20,Les Laumes Alesia,Dijon,day,les Laumes Alesia → Dijon,FR,FR,48.99,SNCF,day,14,144,0.69,7.05,6.36,90.2,Back-on-Track 2022,2026-03-22,0,0,court,1,0.0979,0,300,202,0.6733,0
K7,Dijon,Lyon Part Dieu,night,Dijon → Lyon Part Dieu,FR,FR,174.25,SNCF VOYAGEURS,night,14,144,2.44,25.09,22.65,90.3,Back-on-Track 2022,2026-03-22,0,0,moyen,1,0.0972,1,200,90,0.45,0
K7,Lyon Perrache,Dijon,night,Lyon Perrache → Dijon,FR,FR,175.8,SNCF VOYAGEURS,night,14,144,2.46,25.32,22.86,90.3,Back-on-Track 2022,2026-03-22,0,0,moyen,1,0.0972,1,200,122,0.61,0
TER,Macon,Dijon,day,Macon → Dijon,CH,CH,114.45,SNCF (Société Nationale des Chemins de fer Français),day,14,144,1.6,16.48,14.88,90.3,Back-on-Track 2022,2026-03-22,0,0,court,1,0.0971,0,300,169,0.5633,0
K45,Dijon,Nancy,day,Dijon → Nancy,FR,FR,174.27,SNCF,day,14,144,2.44,25.09,22.65,90.3,Back-on-Track 2022,2026-03-22,0,0,moyen,1,0.0972,0,300,181,0.6033,0
K6,Nevers,Dijon,night,Nevers → Dijon,FR,FR,146.73,SNCF VOYAGEURS,night,14,144,2.05,21.13,19.08,90.3,Back-on-Track 2022,2026-03-22,0,0,court,1,0.097,1,200,125,0.625,0
TER,Paris Bercy,Dijon,day,Paris Bercy → Dijon,CH,CH,258.78,SNCF (Société Nationale des Chemins de fer Français),day,14,144,3.62,37.26,33.64,90.3,Back-on-Track 2022,2026-03-22,0,0,moyen,1,0.0972,0,300,133,0.4433,0
K7,Dijon,Paris Bercy Bourg Pays D Auv,night,Dijon → Paris Bercy Bourg Pays D Auv,FR,FR,258.82,SNCF VOYAGEURS,night,14,144,3.62,37.27,33.65,90.3,Back-on-Track 2022,2026-03-22,0,0,moyen,1,0.0971,1,200,95,0.475,0
TER,Paris Gare De Lyon,Dijon,day,Paris de Lyon → Dijon,CH,CH,259.68,SNCF (Société Nationale des Chemins de fer Français),day,14,144,3.64,37.39,33.75,90.3,Back-on-Track 2022,2026-03-22,0,0,moyen,1,0.0974,0,300,154,0.5133,0
611A,Paris Gare De Lyon Hall 1 2,Dijon,day,Paris de Lyon Hall 1 2 → Dijon,FR,FR,259.75,SNCF,day,14,144,3.64,37.4,33.76,90.3,Back-on-Track 2022,2026-03-22,0,0,moyen,1,0.0973,0,300,102,0.34,0
K5,Paris Est,Dijon,day,Paris Est → Dijon,FR,FR,262.86,SNCF,day,14,144,3.68,37.85,34.17,90.3,Back-on-Track 2022,2026-03-22,0,0,moyen,1,0.0972,0,300,90,0.3,0
P18,Pontarlier,Dijon,night,Pontarlier → Dijon,FR,FR,110.8,SNCF VOYAGEURS,night,14,144,1.55,15.96,14.41,90.3,Back-on-Track 2022,2026-03-22,0,0,court,1,0.0971,1,200,133,0.665,0
INCONNU,Reims,Dijon,day,Reims → Dijon,FR,FR,227.73,OCEdefault,day,14,144,3.19,32.79,29.6,90.3,Back-on-Track 2022,2026-03-22,0,0,moyen,1,0.0973,0,300,191,0.6367,0
P7,Dijon,Seurre,day,Dijon → Seurre,FR,FR,37.55,SNCF,day,14,144,0.53,5.41,4.88,90.2,Back-on-Track 2022,2026-03-22,0,0,court,1,0.098,0,300,90,0.3,0
K45,Toul,Dijon,day,Toul → Dijon,FR,FR,163.56,SNCF,day,14,144,2.29,23.55,21.26,90.3,Back-on-Track 2022,2026-03-22,0,0,moyen,1,0.0972,0,300,105,0.35,0
K5,Troyes,Dijon,night,Troyes → Dijon,FR,FR,129.84,SNCF VOYAGEURS,night,14,144,1.82,18.7,16.88,90.3,Back-on-Track 2022,2026-03-22,0,0,court,1,0.0973,1,200,139,0.695,0
P31,Dol De Bretagne,Dinan,day,Dol de Bretagne → Dinan,FR,FR,24.35,SNCF,day,14,144,0.34,3.51,3.17,90.3,Back-on-Track 2022,2026-03-22,0,0,court,1,0.0969,0,300,243,0.81,0
P6,Rennes,Dinan,day,Rennes → Dinan,FR,FR,48.33,SNCF,day,14,144,0.68,6.96,6.28,90.2,Back-on-Track 2022,2026-03-22,0,0,court,1,0.0977,0,300,151,0.5033,0
RE,Disentis Muster,Ilanz,day,Disentis Muster → Ilanz,CH,CH,27.97,RhB (Rhätische Bahn),day,14,144,0.39,4.03,3.64,90.3,Back-on-Track 2022,2026-03-22,0,0,court,1,0.0968,0,300,117,0.39,0
R,Disentis Muster,Reichenau Tamins,day,Disentis Muster → Reichenau Tamins,CH,CH,44.5,RhB (Rhätische Bahn),day,14,144,0.62,6.41,5.79,90.3,Back-on-Track 2022,2026-03-22,0,0,court,1,0.0967,0,300,142,0.4733,0
PE,Disentis Muster,St Moritz,day,Disentis Muster → St Moritz,CH,CH,79.11,RhB (Rhätische Bahn),day,14,144,1.11,11.39,10.28,90.3,Back-on-Track 2022,2026-03-22,0,0,court,1,0.0975,0,300,212,0.7067,0
PE,Disentis Muster,Zermatt,day,Disentis Muster → Zermatt,CH,CH,113.82,MGB-fo (Matterhorn Gotthard Bahn (fo)),day,14,144,1.59,16.39,14.8,90.3,Back-on-Track 2022,2026-03-22,0,0,court,1,0.097,0,300,121,0.4033,0
P31,Trouville Deauville,Dives Cabourg,day,Trouville Deauville → Dives Cabourg,FR,FR,16.13,SNCF,day,14,144,0.23,2.32,2.09,90.1,Back-on-Track 2022,2026-03-22,0,0,court,1,0.0991,0,300,114,0.38,0
INCONNU,Saint Dizier,Joinville,day,Saint Dizier → Joinville,FR,FR,26.31,OCEdefault,day,14,144,0.37,3.79,3.42,90.2,Back-on-Track 2022,2026-03-22,0,0,court,1,0.0976,0,300,128,0.4267,0
K1,Saint Dizier,Paris Est,night,Saint Dizier → Paris Est,FR,FR,191.58,SNCF VOYAGEURS,night,14,144,2.68,27.59,24.91,90.3,Back-on-Track 2022,2026-03-22,0,0,moyen,1,0.0971,1,200,91,0.455,0
C71,Reims,Saint Dizier,day,Reims → Saint Dizier,FR,FR,96.24,SNCF,day,14,144,1.35,13.86,12.51,90.3,Back-on-Track 2022,2026-03-22,0,0,court,1,0.0974,0,300,156,0.52,0
K2,Troyes,Saint Dizier,day,Troyes → Saint Dizier,FR,FR,75.61,SNCF,day,14,144,1.06,10.89,9.83,90.3,Back-on-Track 2022,2026-03-22,0,0,court,1,0.0973,0,300,223,0.7433,0
INCONNU,Dole,Mouchard,day,Dole → Mouchard,FR,FR,27.09,OCEdefault,day,14,144,0.38,3.9,3.52,90.3,Back-on-Track 2022,2026-03-22,0,0,court,1,0.0974,0,300,165,0.55,0
P18,Dole,Pontarlier,day,Dole → Pontarlier,FR,FR,69.12,SNCF,day,14,144,0.97,9.95,8.98,90.3,Back-on-Track 2022,2026-03-22,0,0,court,1,0.0975,0,300,139,0.4633,0
EC,Domodossola I,Geneve,day,Domodossola I → Geneve,CH,CH,166.2,SBB (Schweizerische Bundesbahnen SBB),day,14,144,2.33,23.93,21.6,90.3,Back-on-Track 2022,2026-03-22,0,0,moyen,1,0.0974,0,300,137,0.4567,0
RE,Iselle Di Trasquera,Domodossola I,day,Iselle Di Trasquera → Domodossola I,CH,CH,12.3,BLS-bls (BLS AG (bls)),day,14,144,0.17,1.77,1.6,90.4,Back-on-Track 2022,2026-03-22,0,0,court,1,0.096,0,300,90,0.3,0
EC,Domodossola I,Lausanne,day,Domodossola I → Lausanne,CH,CH,135.59,SBB (Schweizerische Bundesbahnen SBB),day,14,144,1.9,19.52,17.62,90.3,Back-on-Track 2022,2026-03-22,0,0,court,1,0.0973,0,300,190,0.6333,0
PE,Domodossola I,Locarno Fart,day,Domodossola I → Locarno Fart,CH,CH,39.53,FART (Ferrovie Autolinee Regionali Ticinesi),day,14,144,0.55,5.69,5.14,90.3,Back-on-Track 2022,2026-03-22,0,0,court,1,0.0967,0,300,146,0.4867,0
RE,Spiez,Domodossola I,day,Spiez → Domodossola I,CH,CH,79.15,BLS-bls (BLS AG (bls)),day,14,144,1.11,11.4,10.29,90.3,Back-on-Track 2022,2026-03-22,0,0,court,1,0.0974,0,300,142,0.4733,0
IC,Zurich Hb,Domodossola I,day,Zurich Hb → Domodossola I,CH,CH,141.65,SBB (Schweizerische Bundesbahnen SBB),day,14,144,1.98,20.4,18.42,90.3,Back-on-Track 2022,2026-03-22,0,0,court,1,0.0971,0,300,294,0.98,0
P88,Dompierre Halte Routiere,Pontarlier,day,Dompierre Halte → Pontarlier,FR,FR,13.11,SNCF,day,14,144,0.18,1.89,1.71,90.5,Back-on-Track 2022,2026-03-22,0,0,court,1,0.0952,0,300,163,0.5433,0
RE,Herbertingen,Donaueschingen,day,Herbertingen → Donaueschingen,CH,CH,69.28,DB Regio (DB Regio AG Baden-Württemberg),day,14,144,0.97,9.98,9.01,90.3,Back-on-Track 2022,2026-03-22,0,0,court,1,0.0972,0,300,116,0.3867,0
