route_name,origin,destination,service_type,route_name_simple,origin_country,destination_country,distance_km,operator,type,train_gco2_pkm,plane_gco2_pkm,train_co2_kg,plane_co2_kg,co2_savings_kg,savings_percent,emission_source,calculation_date,is_outlier_distance,is_cross_border,distance_category,is_flight_competitive,co2_ratio_train_plane,type_encoded,capacity,passengers_estimated,load_factor,is_underserved
R,Montbovon,Zweisimmen,day,Montbovon → Zweisimmen,CH,CH,26.56,MOB (Montreux-Oberland Bernois),day,14,144,0.37,3.82,3.45,90.3,Back-on-Track 2022,2026-03-22,0,0,court,1,0.0969,0,300,123,0.41,0
P70,Montbrison,St Etienne Chatcrx G Routiere,day,Montbrison → St Etienne Chatcrx G,FR,FR,30.93,SNCF,day,14,144,0.43,4.45,4.02,90.3,Back-on-Track 2022,2026-03-22,0,0,court,1,0.0966,0,300,140,0.4667,0
C2,Moulins Sur Allier,Montchanin,day,Moulins Sur Allier → Montchanin,FR,FR,89.94,SNCF,day,14,144,1.26,12.95,11.69,90.3,Back-on-Track 2022,2026-03-22,0,0,court,1,0.0973,0,300,90,0.3,0
K6,Nevers,Montchanin,day,Nevers → Montchanin,FR,FR,104.28,SNCF,day,14,144,1.46,15.02,13.56,90.3,Back-on-Track 2022,2026-03-22,0,0,court,1,0.0972,0,300,132,0.44,0
P32,Paray Le Monial,Montchanin,day,Paray le Monial → Montchanin,FR,FR,44.64,SNCF,day,14,144,0.62,6.43,5.81,90.4,Back-on-Track 2022,2026-03-22,0,0,court,1,0.0964,0,300,195,0.65,0
K34,Valence Gare Routiere,Montelimar Gare Routiere,day,Valence → Montelimar,FR,FR,42.51,SNCF,day,14,144,0.6,6.12,5.52,90.2,Back-on-Track 2022,2026-03-22,0,0,court,1,0.098,0,300,129,0.43,0
R,Monthey,Sion,day,Monthey → Sion,CH,CH,31.22,RA (Regionalps),day,14,144,0.44,4.5,4.06,90.2,Back-on-Track 2022,2026-03-22,0,0,court,1,0.0978,0,300,179,0.5967,0
R,Monthey,St Gingolph Suisse,day,Monthey → St Gingolph Suisse,CH,CH,19.02,RA (Regionalps),day,14,144,0.27,2.74,2.47,90.1,Back-on-Track 2022,2026-03-22,0,0,court,1,0.0985,0,300,141,0.47,0
P22,Riom Chatel Guyon,Montlucon,day,Riom Chatel Guyon → Montlucon,FR,FR,64.16,SNCF,day,14,144,0.9,9.24,8.34,90.3,Back-on-Track 2022,2026-03-22,0,0,court,1,0.0974,0,300,165,0.55,0
TER,St Amand Montrond,Montlucon,day,St Amand Montrond → Montlucon,CH,CH,43.7,SNCF (Société Nationale des Chemins de fer Français),day,14,144,0.61,6.29,5.68,90.3,Back-on-Track 2022,2026-03-22,0,0,court,1,0.097,0,300,98,0.3267,0
P23,Montlucon,Urcay Hotel Du Lyon D Or,day,Montlucon → Urcay Hotel du Lyon d Or,FR,FR,32.11,SNCF,day,14,144,0.45,4.62,4.17,90.3,Back-on-Track 2022,2026-03-22,0,0,court,1,0.0974,0,300,154,0.5133,0
P62,Montlucon,Vichy,day,Montlucon → Vichy,FR,FR,68.33,SNCF,day,14,144,0.96,9.84,8.88,90.2,Back-on-Track 2022,2026-03-22,0,0,court,1,0.0976,0,300,90,0.3,0
P42,Montlucon,Vierzon,night,Montlucon → Vierzon,FR,FR,106.89,SNCF VOYAGEURS,night,14,144,1.5,15.39,13.89,90.3,Back-on-Track 2022,2026-03-22,0,0,court,1,0.0975,1,200,114,0.57,0
L24,Montmorillon,Poitiers,day,Montmorillon → Poitiers,FR,FR,45.25,SNCF,day,14,144,0.63,6.52,5.89,90.3,Back-on-Track 2022,2026-03-22,0,0,court,1,0.0966,0,300,90,0.3,0
C9,Montpellier Saint Roch,Narbonne,day,Montpellier Saint Roch → Narbonne,FR,FR,84.37,SNCF,day,14,144,1.18,12.15,10.97,90.3,Back-on-Track 2022,2026-03-22,0,0,court,1,0.0971,0,300,204,0.68,0
C8,Montpellier Saint Roch,Nimes Centre,day,Montpellier Saint Roch → Nimes Centre,FR,FR,46.48,SNCF,day,14,144,0.65,6.69,6.04,90.3,Back-on-Track 2022,2026-03-22,0,0,court,1,0.0972,0,300,185,0.6167,0
TGV,Montpellier Saint Roch,Paris Gare De Lyon,day,Montpellier Saint Roch → Paris de Lyon,CH,CH,594.08,SNCF (Société Nationale des Chemins de fer Français),day,14,144,8.32,85.55,77.23,90.3,Back-on-Track 2022,2026-03-22,1,0,long,1,0.0973,0,300,171,0.57,0
631C,Montpellier Saint Roch,Paris Gare De Lyon Hall 1 2,night,Montpellier Saint Roch → Paris de Lyon Hall 1 2,FR,FR,594.07,SNCF VOYAGEURS,night,14,144,8.32,85.55,77.23,90.3,Back-on-Track 2022,2026-03-22,1,0,long,1,0.0973,1,200,166,0.83,0
K8,Portbou,Montpellier Saint Roch,day,Portbou → Montpellier Saint Roch,FR,FR,143.77,SNCF,day,14,144,2.01,20.7,18.69,90.3,Back-on-Track 2022,2026-03-22,0,0,court,1,0.0971,0,300,107,0.3567,0
081A,Rennes,Montpellier Saint Roch,day,Rennes → Montpellier Saint Roch,FR,FR,659.35,SNCF,day,14,144,9.23,94.95,85.72,90.3,Back-on-Track 2022,2026-03-22,1,0,long,1,0.0972,0,300,229,0.7633,0
C10,Montpellier Saint Roch,Sete,day,Montpellier Saint Roch → Sete,FR,FR,26.01,SNCF,day,14,144,0.36,3.75,3.39,90.4,Back-on-Track 2022,2026-03-22,0,0,court,1,0.096,0,300,192,0.64,0
071B,Montpellier Saint Roch,Strasbourg,day,Montpellier Saint Roch → Strasbourg,FR,FR,628.26,SNCF,day,14,144,8.8,90.47,81.67,90.3,Back-on-Track 2022,2026-03-22,1,0,long,1,0.0973,0,300,139,0.4633,0
081B,Nantes,Montpellier Sud De France,night,Nantes → Montpellier Sud de France,FR,FR,586.52,SNCF VOYAGEURS,night,14,144,8.21,84.46,76.25,90.3,Back-on-Track 2022,2026-03-22,0,0,long,1,0.0972,1,200,154,0.77,0
TGV,Montpellier Sud De France,Paris Gare De Lyon,day,Montpellier Sud de France → Paris de Lyon,CH,CH,595.76,SNCF (Société Nationale des Chemins de fer Français),day,14,144,8.34,85.79,77.45,90.3,Back-on-Track 2022,2026-03-22,1,0,long,1,0.0972,0,300,100,0.3333,0
631C,Montpellier Sud De France,Paris Gare De Lyon Hall 1 2,day,Montpellier Sud de France → Paris de Lyon Hall 1 2,FR,FR,595.78,SNCF,day,14,144,8.34,85.79,77.45,90.3,Back-on-Track 2022,2026-03-22,1,0,long,1,0.0972,0,300,113,0.3767,0
633C,Paris Montparnasse Hall 1 2,Montpellier Sud De France,day,Paris Montparnasse Hall 1 2 → Montpellier Sud de France,FR,FR,596.2,SNCF,day,14,144,8.35,85.85,77.5,90.3,Back-on-Track 2022,2026-03-22,1,0,long,1,0.0973,0,300,123,0.41,0
533A,Tourcoing,Montpellier Sud De France,day,Tourcoing → Montpellier Sud de France,FR,FR,793.94,SNCF,day,14,144,11.12,114.33,103.21,90.3,Back-on-Track 2022,2026-03-22,1,0,long,0,0.0973,0,300,126,0.42,0
C5,Toulouse Matabiau,Montrejeau Gourdan Polignan,day,Toulouse Matabiau → Montrejeau Gourdan Polignan,FR,FR,92.62,SNCF,day,14,144,1.3,13.34,12.04,90.3,Back-on-Track 2022,2026-03-22,0,0,court,1,0.0975,0,300,102,0.34,0
C3,Montreuil Sur Ille,Rennes,day,Montreuil Sur Ille → Rennes,FR,FR,22.66,SNCF,day,14,144,0.32,3.26,2.94,90.2,Back-on-Track 2022,2026-03-22,0,0,court,1,0.0982,0,300,205,0.6833,0
PE,Zweisimmen,Montreux,day,Zweisimmen → Montreux,CH,CH,37.88,MOB (Montreux-Oberland Bernois),day,14,144,0.53,5.45,4.92,90.3,Back-on-Track 2022,2026-03-22,0,0,court,1,0.0972,0,300,138,0.46,0
R,Payerne,Morges,day,Payerne → Morges,CH,CH,48.32,SBB (Schweizerische Bundesbahnen SBB),day,14,144,0.68,6.96,6.28,90.2,Back-on-Track 2022,2026-03-22,0,0,court,1,0.0977,0,300,166,0.5533,0
P834,Remilly,Morhange,day,Remilly → Morhange,FR,FR,21.1,SNCF,day,14,144,0.3,3.04,2.74,90.1,Back-on-Track 2022,2026-03-22,0,0,court,1,0.0987,0,300,124,0.4133,0
P835,Morhange,Sarrebourg,day,Morhange → Sarrebourg,FR,FR,36.31,SNCF,day,14,144,0.51,5.23,4.72,90.2,Back-on-Track 2022,2026-03-22,0,0,court,1,0.0975,0,300,90,0.3,0
401A,Morlaix,Paris Montparnasse Hall 1 2,night,Morlaix → Paris Montparnasse Hall 1 2,FR,FR,452.3,SNCF VOYAGEURS,night,14,144,6.33,65.13,58.8,90.3,Back-on-Track 2022,2026-03-22,0,0,long,1,0.0972,1,200,128,0.64,0
K1,Rennes,Morlaix,day,Rennes → Morlaix,FR,FR,168.12,SNCF,day,14,144,2.35,24.21,21.86,90.3,Back-on-Track 2022,2026-03-22,0,0,moyen,1,0.0971,0,300,90,0.3,0
Moskva Belorusskaja → Paris Est,Moskva Belorusskaja,Paris Est,day,Moskva Belorusskaja → Paris Est,DE,DE,2482.42,RZD,day,14,144,34.75,357.47,322.72,90.3,Back-on-Track 2022,2026-03-22,1,0,tres_long,0,0.0972,0,300,147,0.49,0
P73,Mouchard,Poligny,day,Mouchard → Poligny,FR,FR,16.57,SNCF,day,14,144,0.23,2.39,2.16,90.4,Back-on-Track 2022,2026-03-22,0,0,court,1,0.0962,0,300,90,0.3,0
TER,Moulins Sur Allier,Nevers,day,Moulins Sur Allier → Nevers,CH,CH,49.56,SNCF (Société Nationale des Chemins de fer Français),day,14,144,0.69,7.14,6.45,90.3,Back-on-Track 2022,2026-03-22,0,0,court,1,0.0966,0,300,239,0.7967,0
P72,Moulins Sur Allier,Paray Le Monial,day,Moulins Sur Allier → Paray le Monial,FR,FR,60.65,SNCF,day,14,144,0.85,8.73,7.88,90.3,Back-on-Track 2022,2026-03-22,0,0,court,1,0.0974,0,300,191,0.6367,0
C71,Moulins Sur Allier,Vic Le Comte,day,Moulins Sur Allier → Vic le Comte,FR,FR,100.2,SNCF,day,14,144,1.4,14.43,13.03,90.3,Back-on-Track 2022,2026-03-22,0,0,court,1,0.097,0,300,155,0.5167,0
C2,Moulins Sur Allier,Vichy,day,Moulins Sur Allier → Vichy,FR,FR,48.81,SNCF,day,14,144,0.68,7.03,6.35,90.3,Back-on-Track 2022,2026-03-22,0,0,court,1,0.0967,0,300,207,0.69,0
S21,Solothurn,Moutier,day,Solothurn → Moutier,CH,CH,14.87,SBB (Schweizerische Bundesbahnen SBB),day,14,144,0.21,2.14,1.93,90.2,Back-on-Track 2022,2026-03-22,0,0,court,1,0.0981,0,300,112,0.3733,0
R,Sonceboz Sombeval,Moutier,day,Sonceboz Sombeval → Moutier,CH,CH,18.64,SBB (Schweizerische Bundesbahnen SBB),day,14,144,0.26,2.68,2.42,90.3,Back-on-Track 2022,2026-03-22,0,0,court,1,0.097,0,300,174,0.58,0
P41,Saint Pierre D Albigny,Moutiers Salins Brides Les B,day,Saint Pierre d Albigny → Moutiers Salins Brides les B,FR,FR,30.27,SNCF,day,14,144,0.42,4.36,3.94,90.4,Back-on-Track 2022,2026-03-22,0,0,court,1,0.0963,0,300,159,0.53,0
P11,Muellheim Baden,Mulhouse,day,Muellheim Baden → Mulhouse,FR,FR,20.57,SNCF,day,14,144,0.29,2.96,2.67,90.2,Back-on-Track 2022,2026-03-22,0,0,court,1,0.098,0,300,162,0.54,0
T14,Mulhouse Gare Centrale,Thann,day,Mulhouse → Thann,FR,FR,19.13,SNCF,day,14,144,0.27,2.75,2.48,90.2,Back-on-Track 2022,2026-03-22,0,0,court,1,0.0982,0,300,207,0.69,0
T14,Thann Saint Jacques,Mulhouse Gare Centrale,day,Thann Saint Jacques → Mulhouse,FR,FR,20.24,SNCF,day,14,144,0.28,2.91,2.63,90.4,Back-on-Track 2022,2026-03-22,0,0,court,1,0.0962,0,300,183,0.61,0
TGV,Mulhouse,Paris Gare De Lyon,day,Mulhouse → Paris de Lyon,CH,CH,387.43,SNCF (Société Nationale des Chemins de fer Français),day,14,144,5.42,55.79,50.37,90.3,Back-on-Track 2022,2026-03-22,0,0,moyen,1,0.0972,0,300,163,0.5433,0
611B,Mulhouse,Paris Gare De Lyon Hall 1 2,night,Mulhouse → Paris de Lyon Hall 1 2,FR,FR,387.46,SNCF VOYAGEURS,night,14,144,5.42,55.79,50.37,90.3,Back-on-Track 2022,2026-03-22,0,0,moyen,1,0.0972,1,200,70,0.35,0
K4,Mulhouse,Paris Est,night,Mulhouse → Paris Est,FR,FR,389.53,SNCF VOYAGEURS,night,14,144,5.45,56.09,50.64,90.3,Back-on-Track 2022,2026-03-22,0,0,moyen,1,0.0972,1,200,91,0.455,0
C20+,Strasbourg,Mulhouse,day,Strasbourg → Mulhouse,FR,FR,98.05,SNCF,day,14,144,1.37,14.12,12.75,90.3,Back-on-Track 2022,2026-03-22,0,0,court,1,0.097,0,300,144,0.48,0
P14,Thann,Mulhouse,day,Thann → Mulhouse,FR,FR,19.12,SNCF,day,14,144,0.27,2.75,2.48,90.2,Back-on-Track 2022,2026-03-22,0,0,court,1,0.0982,0,300,154,0.5133,0
P14,Thann Saint Jacques,Mulhouse,day,Thann Saint Jacques → Mulhouse,FR,FR,20.22,SNCF,day,14,144,0.28,2.91,2.63,90.4,Back-on-Track 2022,2026-03-22,0,0,court,1,0.0962,0,300,99,0.33,0
TER,Troyes,Mulhouse,day,Troyes → Mulhouse,CH,CH,251.48,SNCF (Société Nationale des Chemins de fer Français),day,14,144,3.52,36.21,32.69,90.3,Back-on-Track 2022,2026-03-22,0,0,moyen,1,0.0972,0,300,259,0.8633,1
P14,Wesserling,Mulhouse,day,Wesserling → Mulhouse,FR,FR,30.55,SNCF,day,14,144,0.43,4.4,3.97,90.2,Back-on-Track 2022,2026-03-22,0,0,court,1,0.0977,0,300,218,0.7267,0
P14,Willer Sur Thur,Mulhouse,day,Willer Sur Thur → Mulhouse,FR,FR,23.28,SNCF,day,14,144,0.33,3.35,3.02,90.1,Back-on-Track 2022,2026-03-22,0,0,court,1,0.0985,0,300,177,0.59,0
TGV,Mulhouse,Zurich Hb,day,Mulhouse → Zurich Hb,CH,CH,98.52,SBB (Schweizerische Bundesbahnen SBB),day,14,144,1.38,14.19,12.81,90.3,Back-on-Track 2022,2026-03-22,0,0,court,1,0.0973,0,300,153,0.51,0
München Hbf Gl.5-10 → Venezia Santa Lucia,Munchen Hbf Gl 5 10,Venezia Santa Lucia,day,Munchen Gl 5 10 → Venezia Santa Lucia,DE,DE,305.68,DB,day,14,144,4.28,44.02,39.74,90.3,Back-on-Track 2022,2026-03-22,0,0,moyen,1,0.0972,0,300,140,0.4667,0
München Hbf Gl.5-10 → Verona Porta Nuova,Munchen Hbf Gl 5 10,Verona Porta Nuova,day,Munchen Gl 5 10 → Verona Porta Nuova,DE,DE,304.63,DB,day,14,144,4.26,43.87,39.61,90.3,Back-on-Track 2022,2026-03-22,0,0,moyen,1,0.0971,0,300,107,0.3567,0
München Hbf Gl.5-10 → Wien Hbf,Munchen Hbf Gl 5 10,Wien Hbf,day,Munchen Gl 5 10 → Wien,DE,DE,357.51,ÖBB,day,14,144,5.01,51.48,46.47,90.3,Back-on-Track 2022,2026-03-22,0,0,moyen,1,0.0973,0,300,153,0.51,0
München Ost → Rijeka,Munchen Ost,Rijeka,night,Munchen Ost → Rijeka,DE,DE,378.26,ÖBB,night,14,144,5.3,54.47,49.17,90.3,Back-on-Track 2022,2026-03-22,0,0,moyen,1,0.0973,1,200,128,0.64,0
München Ost → Roma Termini,Munchen Ost,Roma Termini,day,Munchen Ost → Roma Termini,DE,DE,695.98,ÖBB,day,14,144,9.74,100.22,90.48,90.3,Back-on-Track 2022,2026-03-22,1,0,long,1,0.0972,0,300,94,0.3133,0
Saarbrücken Hbf → München Ost,Saarbrucken Hbf,Munchen Ost,night,Saarbrucken → Munchen Ost,DE,DE,360.57,DB,night,14,144,5.05,51.92,46.87,90.3,Back-on-Track 2022,2026-03-22,0,0,moyen,1,0.0973,1,200,130,0.65,0
München Ost → Schwarzach-St.Veit,Munchen Ost,Schwarzach St Veit,day,Munchen Ost → Schwarzach St Veit,DE,DE,146.71,ÖBB,day,14,144,2.05,21.13,19.08,90.3,Back-on-Track 2022,2026-03-22,0,0,court,1,0.097,0,300,143,0.4767,0
Stuttgart Hbf → München Ost,Stuttgart Hbf,Munchen Ost,day,Stuttgart → Munchen Ost,DE,DE,193.04,DB,day,14,144,2.7,27.8,25.1,90.3,Back-on-Track 2022,2026-03-22,0,0,moyen,1,0.0971,0,300,90,0.3,0
München Ost → Venezia Santa Lucia,Munchen Ost,Venezia Santa Lucia,night,Munchen Ost → Venezia Santa Lucia,DE,DE,303.6,ÖBB,night,14,144,4.25,43.72,39.47,90.3,Back-on-Track 2022,2026-03-22,0,0,moyen,1,0.0972,1,200,94,0.47,0
München Ost → Zagreb Glavni kolodvor,Munchen Ost,Zagreb Glavni Kolodvor,night,Munchen Ost → Zagreb Glavni Kolodvor,DE,DE,420.45,ÖBB,night,14,144,5.89,60.54,54.65,90.3,Back-on-Track 2022,2026-03-22,0,0,long,1,0.0973,1,200,108,0.54,0
Münster(Westf)Hbf → München Hbf,Munster Westf Hbf,Munchen Hbf,night,Munster Westf → Munchen,DE,DE,508.29,DB,night,14,144,7.12,73.19,66.07,90.3,Back-on-Track 2022,2026-03-22,0,0,long,1,0.0973,1,200,177,0.885,1
Nürnberg Hbf → München Hbf,Nurnberg Hbf,Munchen Hbf,night,Nurnberg → Munchen,DE,DE,149.27,DB,night,14,144,2.09,21.49,19.4,90.3,Back-on-Track 2022,2026-03-22,0,0,court,1,0.0973,1,200,137,0.685,0
München Hbf → Oldenburg(Oldb),Munchen Hbf,Oldenburg Oldb,day,Munchen → Oldenburg Oldb,DE,DE,603.94,DB,day,14,144,8.46,86.97,78.51,90.3,Back-on-Track 2022,2026-03-22,1,0,long,1,0.0973,0,300,90,0.3,0
München Hbf → Ostseebad Binz,Munchen Hbf,Ostseebad Binz,day,Munchen → Ostseebad Binz,DE,DE,710.85,DB,day,14,144,9.95,102.36,92.41,90.3,Back-on-Track 2022,2026-03-22,1,0,long,0,0.0972,0,300,172,0.5733,0
München Hbf → Paris Est,Munchen Hbf,Paris Est,day,Munchen → Paris Est,DE,DE,682.19,DB,day,14,144,9.55,98.24,88.69,90.3,Back-on-Track 2022,2026-03-22,1,0,long,1,0.0972,0,300,90,0.3,0
München Hbf → Rijeka,Munchen Hbf,Rijeka,night,Munchen → Rijeka,DE,DE,381.44,ÖBB,night,14,144,5.34,54.93,49.59,90.3,Back-on-Track 2022,2026-03-22,0,0,moyen,1,0.0972,1,200,152,0.76,0
München Hbf → Rimini,Munchen Hbf,Rimini,day,Munchen → Rimini,DE,DE,459.93,DB,day,14,144,6.44,66.23,59.79,90.3,Back-on-Track 2022,2026-03-22,0,0,long,1,0.0972,0,300,129,0.43,0
München Hbf → Roma Termini,Munchen Hbf,Roma Termini,day,Munchen → Roma Termini,DE,DE,697.77,ÖBB,day,14,144,9.77,100.48,90.71,90.3,Back-on-Track 2022,2026-03-22,1,0,long,1,0.0972,0,300,146,0.4867,0
München Hbf → Rostock Hbf,Munchen Hbf,Rostock Hbf,day,Munchen → Rostock,DE,DE,661.48,DB,day,14,144,9.26,95.25,85.99,90.3,Back-on-Track 2022,2026-03-22,1,0,long,1,0.0972,0,300,210,0.7,0
ICE 47,Munchen Hbf,S Hertogenbosch,day,Munchen → S Hertogenbosch,DE,DE,597.15,DB,day,14,144,8.36,85.99,77.63,90.3,Back-on-Track 2022,2026-03-22,1,0,long,1,0.0972,0,300,92,0.3067,0
EC 62,Munchen Hbf,Salzburg Hbf,day,Munchen → Salzburg,DE,AT,116.55,DB,day,14,144,1.63,16.78,15.15,90.3,Back-on-Track 2022,2026-03-22,0,1,court,1,0.0971,0,300,177,0.59,0
München Hbf → Schwarzach-St.Veit,Munchen Hbf,Schwarzach St Veit,day,Munchen → Schwarzach St Veit,DE,DE,150.33,ÖBB,day,14,144,2.1,21.65,19.55,90.3,Back-on-Track 2022,2026-03-22,0,0,moyen,1,0.097,0,300,124,0.4133,0
Stralsund Hbf → München Hbf,Stralsund Hbf,Munchen Hbf,day,Stralsund → Munchen,DE,DE,693.96,DB,day,14,144,9.72,99.93,90.21,90.3,Back-on-Track 2022,2026-03-22,1,0,long,1,0.0973,0,300,197,0.6567,0
Stuttgart Hbf → München Hbf,Stuttgart Hbf,Munchen Hbf,night,Stuttgart → Munchen,DE,DE,189.3,DB,night,14,144,2.65,27.26,24.61,90.3,Back-on-Track 2022,2026-03-22,0,0,moyen,1,0.0972,1,200,74,0.37,0
München Hbf → Venezia Santa Lucia,Munchen Hbf,Venezia Santa Lucia,night,Munchen → Venezia Santa Lucia,DE,DE,305.65,ÖBB,night,14,144,4.28,44.01,39.73,90.3,Back-on-Track 2022,2026-03-22,0,0,moyen,1,0.0973,1,200,60,0.3,0
ICE 47,Venlo,Munchen Hbf,day,Venlo → Munchen,DE,DE,527.27,DB,day,14,144,7.38,75.93,68.55,90.3,Back-on-Track 2022,2026-03-22,0,0,long,1,0.0972,0,300,130,0.4333,0
München Hbf → Warnemünde,Munchen Hbf,Warnemunde,day,Munchen → Warnemunde,DE,DE,672.26,DB,day,14,144,9.41,96.81,87.4,90.3,Back-on-Track 2022,2026-03-22,1,0,long,1,0.0972,0,300,175,0.5833,0
München Hbf → Wien Hbf,Munchen Hbf,Wien Hbf,day,Munchen → Wien,DE,DE,357.29,ÖBB,day,14,144,5.0,51.45,46.45,90.3,Back-on-Track 2022,2026-03-22,0,0,moyen,1,0.0972,0,300,204,0.68,0
Wiesbaden Hbf → München Hbf,Wiesbaden Hbf,Munchen Hbf,night,Wiesbaden → Munchen,DE,DE,322.9,DB,night,14,144,4.52,46.5,41.98,90.3,Back-on-Track 2022,2026-03-22,0,0,moyen,1,0.0972,1,200,106,0.53,0
München Hbf → Zagreb Glavni kolodvor,Munchen Hbf,Zagreb Glavni Kolodvor,night,Munchen → Zagreb Glavni Kolodvor,DE,DE,424.08,ÖBB,night,14,144,5.94,61.07,55.13,90.3,Back-on-Track 2022,2026-03-22,0,0,long,1,0.0973,1,200,108,0.54,0
München Hbf → Zürich HB,Munchen Hbf,Zurich Hb,day,Munchen → Zurich Hb,DE,DE,240.98,SBB,day,14,144,3.37,34.7,31.33,90.3,Back-on-Track 2022,2026-03-22,0,0,moyen,1,0.0971,0,300,202,0.6733,0
S31,Munchenbuchsee,Wabern Bei Bern,day,Munchenbuchsee → Wabern Bei Bern,CH,CH,10.32,BLS-bls (BLS AG (bls)),day,14,144,0.14,1.49,1.35,90.6,Back-on-Track 2022,2026-03-22,0,0,court,1,0.094,0,300,90,0.3,0
661A,Munich,Paris Est,day,Munich → Paris Est,FR,FR,682.27,SNCF,day,14,144,9.55,98.25,88.7,90.3,Back-on-Track 2022,2026-03-22,1,0,long,1,0.0972,0,300,133,0.4433,0
Münster(Westf)Hbf → Neuwied,Munster Westf Hbf,Neuwied,day,Munster Westf → Neuwied,DE,DE,169.96,DB,day,14,144,2.38,24.47,22.09,90.3,Back-on-Track 2022,2026-03-22,0,0,moyen,1,0.0973,0,300,159,0.53,0
D1,Nurnberg Hauptbahnhof,Munster Westf Hbf,night,Nurnberg → Munster Westf,AT,AT,370.04,ÖBB,night,14,144,5.18,53.29,48.11,90.3,Back-on-Track 2022,2026-03-22,0,0,moyen,1,0.0972,1,200,133,0.665,0
D1,Passau Hauptbahnhof,Munster Westf Hbf,night,Passau → Munster Westf,AT,AT,558.58,ÖBB,night,14,144,7.82,80.44,72.62,90.3,Back-on-Track 2022,2026-03-22,0,0,long,1,0.0972,1,200,105,0.525,0
Münster(Westf)Hbf → Seefeld in Tirol,Munster Westf Hbf,Seefeld In Tirol,day,Munster Westf → Seefeld In Tirol,DE,DE,574.53,DB,day,14,144,8.04,82.73,74.69,90.3,Back-on-Track 2022,2026-03-22,0,0,long,1,0.0972,0,300,152,0.5067,0
Singen(Hohentwiel) → Münster(Westf)Hbf,Singen Hohentwiel,Munster Westf Hbf,day,Singen Hohentwiel → Munster Westf,DE,DE,474.71,DB,day,14,144,6.65,68.36,61.71,90.3,Back-on-Track 2022,2026-03-22,0,0,long,1,0.0973,0,300,90,0.3,0
Münster(Westf)Hbf → Stuttgart Hbf,Munster Westf Hbf,Stuttgart Hbf,night,Munster Westf → Stuttgart,DE,DE,369.39,DB,night,14,144,5.17,53.19,48.02,90.3,Back-on-Track 2022,2026-03-22,0,0,moyen,1,0.0972,1,200,100,0.5,0
Münster(Westf)Hbf → Zürich HB,Munster Westf Hbf,Zurich Hb,day,Munster Westf → Zurich Hb,DE,DE,513.23,SBB,day,14,144,7.19,73.91,66.72,90.3,Back-on-Track 2022,2026-03-22,0,0,long,1,0.0973,0,300,170,0.5667,0
C5,Muret,Toulouse Matabiau,day,Muret → Toulouse Matabiau,FR,FR,19.32,SNCF,day,14,144,0.27,2.78,2.51,90.3,Back-on-Track 2022,2026-03-22,0,0,court,1,0.0971,0,300,106,0.3533,0
S26,Muri Ag,Olten,day,Muri Ag → Olten,CH,CH,33.63,SBB (Schweizerische Bundesbahnen SBB),day,14,144,0.47,4.84,4.37,90.3,Back-on-Track 2022,2026-03-22,0,0,court,1,0.0971,0,300,153,0.51,0
S42,Muri Ag,Zurich Hb,day,Muri Ag → Zurich Hb,CH,CH,18.86,SBB (Schweizerische Bundesbahnen SBB),day,14,144,0.26,2.72,2.46,90.4,Back-on-Track 2022,2026-03-22,0,0,court,1,0.0956,0,300,170,0.5667,0
R,Palezieux,Murten Morat,day,Palezieux → Murten Morat,CH,CH,47.5,SBB (Schweizerische Bundesbahnen SBB),day,14,144,0.66,6.84,6.18,90.4,Back-on-Track 2022,2026-03-22,0,0,court,1,0.0965,0,300,135,0.45,0
600-M,Unzmarkt Bahnhof 1,Murzzuschlag,night,Unzmarkt 1 → Murzzuschlag,AT,AT,103.43,ÖBB,night,14,144,1.45,14.89,13.44,90.3,Back-on-Track 2022,2026-03-22,0,0,court,1,0.0974,1,200,125,0.625,0
F32,Mussidan,Niversac,day,Mussidan → Niversac,FR,FR,37.48,SNCF,day,14,144,0.52,5.4,4.88,90.4,Back-on-Track 2022,2026-03-22,0,0,court,1,0.0963,0,300,107,0.3567,0
F32,Mussidan,Perigueux,day,Mussidan → Perigueux,FR,FR,32.57,SNCF,day,14,144,0.46,4.69,4.23,90.2,Back-on-Track 2022,2026-03-22,0,0,court,1,0.0981,0,300,141,0.47,0
S6,Schwanden Gl,Nafels Mollis,day,Schwanden Gl → Nafels Mollis,CH,CH,11.34,SOB-sob (Schweizerische Südostbahn (sob)),day,14,144,0.16,1.63,1.47,90.2,Back-on-Track 2022,2026-03-22,0,0,court,1,0.0982,0,300,177,0.59,0
K45,Neufchateau,Nancy,day,Neufchateau → Nancy,FR,FR,51.27,SNCF,day,14,144,0.72,7.38,6.66,90.2,Back-on-Track 2022,2026-03-22,0,0,court,1,0.0976,0,300,157,0.5233,0
P45,Nancy,Neufchateau Lycee Professionnel,day,Nancy → Neufchateau Lycee Professionnel,FR,FR,50.49,SNCF,day,14,144,0.71,7.27,6.56,90.2,Back-on-Track 2022,2026-03-22,0,0,court,1,0.0977,0,300,124,0.4133,0
071A,Nice Ville,Nancy,day,Nice Ville → Nancy,FR,FR,560.6,SNCF,day,14,144,7.85,80.73,72.88,90.3,Back-on-Track 2022,2026-03-22,0,0,long,1,0.0972,0,300,160,0.5333,0
805A,Nancy,Paris Est,day,Nancy → Paris Est,FR,FR,280.34,SNCF,day,14,144,3.92,40.37,36.45,90.3,Back-on-Track 2022,2026-03-22,0,0,moyen,1,0.0971,0,300,182,0.6067,0
