route_name,origin,destination,service_type,route_name_simple,origin_country,destination_country,distance_km,operator,type,train_gco2_pkm,plane_gco2_pkm,train_co2_kg,plane_co2_kg,co2_savings_kg,savings_percent,emission_source,calculation_date,train_gco2_pkm_ademe,train_co2_kg_ademe,co2_savings_kg_ademe,rail_modal_share_pct
INCONNU,Les Ancizes St Georges Bourg,Clermont Ferrand,day,les Ancizes St Georges Bourg → Clermont Ferrand,FR,FR,27.88,OCEdefault,day,14,144,0.39,4.01,3.62,90.3,Back-on-Track 2022,2026-03-22,0.014,0.39032,3.61968,11.1
K2,Clermont Ferrand,Lyon Part Dieu,day,Clermont Ferrand → Lyon Part Dieu,FR,FR,136.44,SNCF,day,14,144,1.91,19.65,17.74,90.3,Back-on-Track 2022,2026-03-22,0.00297,0.4052268,19.244773199999997,11.1
K2,Clermont Ferrand,Lyon Perrache,day,Clermont Ferrand → Lyon Perrache,FR,FR,133.87,SNCF,day,14,144,1.87,19.28,17.41,90.3,Back-on-Track 2022,2026-03-22,0.00297,0.3975939,18.8824061,11.1
K150,Mende,Clermont Ferrand,day,Mende → Clermont Ferrand,FR,FR,143.23,SNCF,day,14,144,2.01,20.63,18.62,90.3,Back-on-Track 2022,2026-03-22,0.00297,0.42539309999999997,20.204606899999998,11.1
C2,Clermont Ferrand,Montchanin,day,Clermont Ferrand → Montchanin,FR,FR,152.14,SNCF,day,14,144,2.13,21.91,19.78,90.3,Back-on-Track 2022,2026-03-22,0.00297,0.4518558,21.4581442,11.1
P22,Montlucon,Clermont Ferrand,day,Montlucon → Clermont Ferrand,FR,FR,73.35,SNCF,day,14,144,1.03,10.56,9.53,90.2,Back-on-Track 2022,2026-03-22,0.00297,0.21784949999999997,10.3421505,11.1
C2,Moulins Sur Allier,Clermont Ferrand,day,Moulins Sur Allier → Clermont Ferrand,FR,FR,88.92,SNCF,day,14,144,1.24,12.8,11.56,90.3,Back-on-Track 2022,2026-03-22,0.00297,0.2640924,12.535907600000002,11.1
723A,Neussargues,Clermont Ferrand,day,Neussargues → Clermont Ferrand,FR,FR,73.28,SNCF,day,14,144,1.03,10.55,9.52,90.2,Back-on-Track 2022,2026-03-22,0.00297,0.2176416,10.3323584,11.1
C2,Clermont Ferrand,Nevers,day,Clermont Ferrand → Nevers,FR,FR,134.42,SNCF,day,14,144,1.88,19.36,17.48,90.3,Back-on-Track 2022,2026-03-22,0.00297,0.39922739999999995,18.9607726,11.1
TER,Nimes,Clermont Ferrand,day,Nimes → Clermont Ferrand,CH,CH,238.32,SNCF (Société Nationale des Chemins de fer Français),day,14,144,3.34,34.32,30.98,90.3,Back-on-Track 2022,2026-03-22,0.014,3.33648,30.98352,21.2
P17,Nimes Centre,Clermont Ferrand,day,Nimes Centre → Clermont Ferrand,FR,FR,238.36,SNCF,day,14,144,3.34,34.32,30.98,90.3,Back-on-Track 2022,2026-03-22,0.00297,0.7079292,33.6120708,11.1
722A,Paris Austerlitz,Clermont Ferrand,day,Paris Austerlitz → Clermont Ferrand,FR,FR,345.11,SNCF,day,14,144,4.83,49.7,44.87,90.3,Back-on-Track 2022,2026-03-22,0.00297,1.0249767,48.6750233,11.1
IC,Paris Bercy,Clermont Ferrand,day,Paris Bercy → Clermont Ferrand,CH,CH,344.58,SNCF (Société Nationale des Chemins de fer Français),day,14,144,4.82,49.62,44.8,90.3,Back-on-Track 2022,2026-03-22,0.014,4.82412,44.79588,21.2
722A,Clermont Ferrand,Paris Bercy Bourg Pays D Auv,night,Clermont Ferrand → Paris Bercy Bourg Pays D Auv,FR,FR,344.56,SNCF VOYAGEURS,night,14,144,4.82,49.62,44.8,90.3,Back-on-Track 2022,2026-03-22,0.014,4.823840000000001,44.79616,11.1
C2,Clermont Ferrand,Riom Chatel Guyon,day,Clermont Ferrand → Riom Chatel Guyon,FR,FR,12.44,SNCF,day,14,144,0.17,1.79,1.62,90.5,Back-on-Track 2022,2026-03-22,0.00297,0.036946799999999995,1.7530532,11.1
C10,Thiers,Clermont Ferrand,day,Thiers → Clermont Ferrand,FR,FR,35.49,SNCF,day,14,144,0.5,5.11,4.61,90.2,Back-on-Track 2022,2026-03-22,0.00297,0.10540530000000001,5.0045947,11.1
P27,Toulouse Matabiau,Clermont Ferrand,day,Toulouse Matabiau → Clermont Ferrand,FR,FR,273.93,SNCF,day,14,144,3.84,39.45,35.61,90.3,Back-on-Track 2022,2026-03-22,0.00297,0.8135721,38.6364279,11.1
C10,Vertaizon,Clermont Ferrand,day,Vertaizon → Clermont Ferrand,FR,FR,14.57,SNCF,day,14,144,0.2,2.1,1.9,90.5,Back-on-Track 2022,2026-03-22,0.00297,0.0432729,2.0567271000000003,11.1
C7,Vic Le Comte,Clermont Ferrand,day,Vic le Comte → Clermont Ferrand,FR,FR,15.13,SNCF,day,14,144,0.21,2.18,1.97,90.4,Back-on-Track 2022,2026-03-22,0.00297,0.0449361,2.1350639,11.1
C2,Clermont Ferrand,Vichy,day,Clermont Ferrand → Vichy,FR,FR,46.35,SNCF,day,14,144,0.65,6.67,6.02,90.3,Back-on-Track 2022,2026-03-22,0.00297,0.1376595,6.5323405,11.1
C40,Volvic,Clermont Ferrand,day,Volvic → Clermont Ferrand,FR,FR,12.16,SNCF,day,14,144,0.17,1.75,1.58,90.3,Back-on-Track 2022,2026-03-22,0.00297,0.0361152,1.7138848,11.1
C6,Nantes,Clisson,day,Nantes → Clisson,FR,FR,24.25,SNCF Voyageurs LO,day,14,144,0.34,3.49,3.15,90.3,Back-on-Track 2022,2026-03-22,0.014,0.3395,3.1505,11.1
C43,Saint Gervais Les Bains Le Fayet,Cluses,day,Saint Gervais les Bains le Fayet → Cluses,FR,FR,19.52,SNCF,day,14,144,0.27,2.81,2.54,90.4,Back-on-Track 2022,2026-03-22,0.00297,0.057974399999999995,2.7520256,11.1
P15,Metzeral,Colmar,day,Metzeral → Colmar,FR,FR,21.47,SNCF,day,14,144,0.3,3.09,2.79,90.3,Back-on-Track 2022,2026-03-22,0.00297,0.0637659,3.0262341,11.1
C10,Mulhouse,Colmar,day,Mulhouse → Colmar,FR,FR,36.79,SNCF,day,14,144,0.52,5.3,4.78,90.2,Back-on-Track 2022,2026-03-22,0.00297,0.1092663,5.1907337,11.1
P15,Munster,Colmar,day,Munster → Colmar,FR,FR,16.39,SNCF,day,14,144,0.23,2.36,2.13,90.3,Back-on-Track 2022,2026-03-22,0.00297,0.0486783,2.3113216999999997,11.1
807B,Colmar,Paris Est,day,Colmar → Paris Est,FR,FR,378.41,SNCF,day,14,144,5.3,54.49,49.19,90.3,Back-on-Track 2022,2026-03-22,0.00297,1.1238777,53.3661223,11.1
C10,Colmar,Raedersheim,day,Colmar → Raedersheim,FR,FR,21.29,SNCF,day,14,144,0.3,3.07,2.77,90.2,Back-on-Track 2022,2026-03-22,0.00297,0.06323129999999999,3.0067687,11.1
C20+,Strasbourg,Colmar,day,Strasbourg → Colmar,FR,FR,63.65,SNCF,day,14,144,0.89,9.17,8.28,90.3,Back-on-Track 2022,2026-03-22,0.00297,0.1890405,8.980959499999999,11.1
C6,L Isle Jourdain,Colomiers,day,l Isle Jourdain → Colomiers,FR,FR,19.73,SNCF,day,14,144,0.28,2.84,2.56,90.1,Back-on-Track 2022,2026-03-22,0.00297,0.0585981,2.7814018999999996,11.1
P23,Montlucon,Commentry,day,Montlucon → Commentry,FR,FR,12.03,SNCF,day,14,144,0.17,1.73,1.56,90.2,Back-on-Track 2022,2026-03-22,0.00297,0.0357291,1.6942709,11.1
C46+,Luneville,Commercy,day,Luneville → Commercy,FR,FR,69.56,SNCF,day,14,144,0.97,10.02,9.05,90.3,Back-on-Track 2022,2026-03-22,0.00297,0.2065932,9.8134068,11.1
C46,Commercy,Nancy,day,Commercy → Nancy,FR,FR,43.8,SNCF,day,14,144,0.61,6.31,5.7,90.3,Back-on-Track 2022,2026-03-22,0.00297,0.13008599999999998,6.179913999999999,11.1
C46+,Commercy,Revigny,day,Commercy → Revigny,FR,FR,44.65,SNCF,day,14,144,0.63,6.43,5.8,90.2,Back-on-Track 2022,2026-03-22,0.00297,0.1326105,6.2973894999999995,11.1
S10,Como Camerlata,Mendrisio,day,Como Camerlata → Mendrisio,CH,CH,12.23,SBB (Schweizerische Bundesbahnen SBB),day,14,144,0.17,1.76,1.59,90.3,Back-on-Track 2022,2026-03-22,0.014,0.17122,1.58878,21.2
Frankfurt(Main)Hbf → Como S. Giovanni,Frankfurt Main Hbf,Como S Giovanni,day,Frankfurt Main → Como S Giovanni,DE,DE,478.9,SBB,day,14,144,6.7,68.96,62.26,90.3,Back-on-Track 2022,2026-03-22,0.014,6.7046,62.255399999999995,9.9
RE,Locarno,Como S Giovanni,day,Locarno → Como S Giovanni,CH,CH,45.53,SBB (Schweizerische Bundesbahnen SBB),day,14,144,0.64,6.56,5.92,90.2,Back-on-Track 2022,2026-03-22,0.014,0.63742,5.92258,21.2
EC,Lugano,Como S Giovanni,day,Lugano → Como S Giovanni,CH,CH,23.92,SBB (Schweizerische Bundesbahnen SBB),day,14,144,0.33,3.44,3.11,90.4,Back-on-Track 2022,2026-03-22,0.014,0.33488,3.10512,21.2
EC,Olten,Como S Giovanni,day,Olten → Como S Giovanni,CH,CH,193.29,SBB (Schweizerische Bundesbahnen SBB),day,14,144,2.71,27.83,25.12,90.3,Back-on-Track 2022,2026-03-22,0.014,2.70606,25.123939999999997,21.2
EC,Como S Giovanni,Zurich Hb,day,Como S Giovanni → Zurich Hb,CH,CH,179.17,SBB (Schweizerische Bundesbahnen SBB),day,14,144,2.51,25.8,23.29,90.3,Back-on-Track 2022,2026-03-22,0.014,2.50838,23.29162,21.2
C13,Compiegne,Creil,day,Compiegne → Creil,FR,FR,31.12,SNCF,day,14,144,0.44,4.48,4.04,90.2,Back-on-Track 2022,2026-03-22,0.00297,0.0924264,4.3875736000000005,11.1
K13,Compiegne,Maubeuge,day,Compiegne → Maubeuge,FR,FR,125.18,SNCF,day,14,144,1.75,18.03,16.28,90.3,Back-on-Track 2022,2026-03-22,0.00297,0.3717846,17.6582154,11.1
C13,Compiegne,Paris Gare Du Nord,day,Compiegne → Paris du Nord,FR,FR,69.23,SNCF,day,14,144,0.97,9.97,9.0,90.3,Back-on-Track 2022,2026-03-22,0.00297,0.20561310000000002,9.7643869,11.1
K14,Compiegne,Saint Quentin,day,Compiegne → Saint Quentin,FR,FR,57.64,SNCF,day,14,144,0.81,8.3,7.49,90.2,Back-on-Track 2022,2026-03-22,0.00297,0.1711908,8.128809200000001,11.1
P14,Ribecourt,Compiegne,day,Ribecourt → Compiegne,FR,FR,11.99,SNCF,day,14,144,0.17,1.73,1.56,90.2,Back-on-Track 2022,2026-03-22,0.00297,0.0356103,1.6943896999999999,11.1
P14,Tergnier,Compiegne,day,Tergnier → Compiegne,FR,FR,43.16,SNCF,day,14,144,0.6,6.22,5.62,90.4,Back-on-Track 2022,2026-03-22,0.00297,0.1281852,6.0918148,11.1
P57,Conflans Jarny,Hagondange,day,Conflans Jarny → Hagondange,FR,FR,23.63,SNCF,day,14,144,0.33,3.4,3.07,90.3,Back-on-Track 2022,2026-03-22,0.00297,0.0701811,3.3298189,11.1
P47,Conflans Jarny,Longwy,day,Conflans Jarny → Longwy,FR,FR,39.22,SNCF,day,14,144,0.55,5.65,5.1,90.3,Back-on-Track 2022,2026-03-22,0.00297,0.1164834,5.5335166000000005,11.1
P560,Conflans Jarny,Metz,day,Conflans Jarny → Metz,FR,FR,23.35,SNCF,day,14,144,0.33,3.36,3.03,90.2,Back-on-Track 2022,2026-03-22,0.00297,0.06934950000000001,3.2906505,11.1
TER,Metz Ville,Conflans Jarny,day,Metz Ville → Conflans Jarny,CH,CH,23.4,SNCF (Société Nationale des Chemins de fer Français),day,14,144,0.33,3.37,3.04,90.2,Back-on-Track 2022,2026-03-22,0.014,0.3276,3.0424,21.2
P47,Nancy,Conflans Jarny,day,Nancy → Conflans Jarny,FR,FR,57.5,SNCF,day,14,144,0.8,8.28,7.48,90.3,Back-on-Track 2022,2026-03-22,0.00297,0.170775,8.109224999999999,11.1
P560,Conflans Jarny,Verdun,day,Conflans Jarny → Verdun,FR,FR,35.5,SNCF,day,14,144,0.5,5.11,4.61,90.2,Back-on-Track 2022,2026-03-22,0.00297,0.105435,5.004565,11.1
P851,Mirecourt,Contrexeville Centre,day,Mirecourt → Contrexeville Centre,FR,FR,21.62,SNCF,day,14,144,0.3,3.11,2.81,90.4,Back-on-Track 2022,2026-03-22,0.00297,0.0642114,3.0457886,11.1
P851,Nancy,Contrexeville Centre,day,Nancy → Contrexeville Centre,FR,FR,59.9,SNCF,day,14,144,0.84,8.63,7.79,90.3,Back-on-Track 2022,2026-03-22,0.00297,0.177903,8.452097,11.1
RE,Coppet,Etoy,day,Coppet → Etoy,CH,CH,25.39,SBB (Schweizerische Bundesbahnen SBB),day,14,144,0.36,3.66,3.3,90.2,Back-on-Track 2022,2026-03-22,0.014,0.35546,3.3045400000000003,21.2
L1,Coppet,Evian Les Bains,day,Coppet → Evian les Bains,FR,FR,31.21,SNCF,day,14,144,0.44,4.49,4.05,90.2,Back-on-Track 2022,2026-03-22,0.00297,0.0926937,4.3973063,11.1
R,Coppet,Geneve,day,Coppet → Geneve,CH,CH,12.42,SBB (Schweizerische Bundesbahnen SBB),day,14,144,0.17,1.79,1.62,90.5,Back-on-Track 2022,2026-03-22,0.014,0.17388,1.61612,21.2
L3,Coppet,Saint Gervais Les Bains Le Fayet,day,Coppet → Saint Gervais les Bains le Fayet,FR,FR,60.46,SNCF,day,14,144,0.85,8.71,7.86,90.2,Back-on-Track 2022,2026-03-22,0.00297,0.1795662,8.5304338,11.1
L1,Coppet,Thonon Les Bains,day,Coppet → Thonon les Bains,FR,FR,23.27,SNCF,day,14,144,0.33,3.35,3.02,90.1,Back-on-Track 2022,2026-03-22,0.00297,0.0691119,3.2808881000000003,11.1
P12,Decize,Cosne Sur Loire,day,Decize → Cosne Sur Loire,FR,FR,75.84,SNCF,day,14,144,1.06,10.92,9.86,90.3,Back-on-Track 2022,2026-03-22,0.00297,0.2252448,10.6947552,11.1
K2+,Les Aubrais Gare Routiere,Cosne Sur Loire,day,les Aubrais → Cosne Sur Loire,FR,FR,95.57,SNCF,day,14,144,1.34,13.76,12.42,90.3,Back-on-Track 2022,2026-03-22,0.00297,0.28384289999999995,13.4761571,11.1
P12,Cosne Sur Loire,Nevers,day,Cosne Sur Loire → Nevers,FR,FR,50.24,SNCF,day,14,144,0.7,7.23,6.53,90.3,Back-on-Track 2022,2026-03-22,0.00297,0.1492128,7.0807872000000005,11.1
P12,Nevers Le Banlay,Cosne Sur Loire,day,Nevers le Banlay → Cosne Sur Loire,FR,FR,48.54,SNCF,day,14,144,0.68,6.99,6.31,90.3,Back-on-Track 2022,2026-03-22,0.00297,0.1441638,6.8458362,11.1
R,St Maurice,Cossonay Penthalaz,day,St Maurice → Cossonay Penthalaz,CH,CH,56.76,SBB (Schweizerische Bundesbahnen SBB),day,14,144,0.79,8.17,7.38,90.3,Back-on-Track 2022,2026-03-22,0.014,0.79464,7.37536,21.2
R,Cossonay Penthalaz,Villeneuve Vd,day,Cossonay Penthalaz → Villeneuve Vd,CH,CH,38.55,SBB (Schweizerische Bundesbahnen SBB),day,14,144,0.54,5.55,5.01,90.3,Back-on-Track 2022,2026-03-22,0.014,0.5397,5.0103,21.2
Coswig(b Dresden) → Dresden Hbf,Coswig B Dresden,Dresden Hbf,day,Coswig B Dresden → Dresden,DE,DE,14.05,DB,day,14,144,0.2,2.02,1.82,90.1,Back-on-Track 2022,2026-03-22,0.014,0.1967,1.8233,9.9
Halle(Saale)Hbf → Coswig(b Dresden),Halle Saale Hbf,Coswig B Dresden,day,Halle Saale → Coswig B Dresden,DE,DE,117.52,DB,day,14,144,1.65,16.92,15.27,90.2,Back-on-Track 2022,2026-03-22,0.014,1.64528,15.274720000000002,9.9
Coswig(b Dresden) → Köln Hbf,Coswig B Dresden,Koln Hbf,day,Coswig B Dresden → Koln,DE,DE,463.24,DB,day,14,144,6.49,66.71,60.22,90.3,Back-on-Track 2022,2026-03-22,0.014,6.48536,60.224639999999994,9.9
Coswig(b Dresden) → Leipzig Hbf,Coswig B Dresden,Leipzig Hbf,day,Coswig B Dresden → Leipzig,DE,DE,86.96,DB,day,14,144,1.22,12.52,11.3,90.3,Back-on-Track 2022,2026-03-22,0.014,1.2174399999999999,11.30256,9.9
Norddeich Mole → Coswig(b Dresden),Norddeich Mole,Coswig B Dresden,day,Norddeich Mole → Coswig B Dresden,DE,DE,516.76,DB,day,14,144,7.23,74.41,67.18,90.3,Back-on-Track 2022,2026-03-22,0.014,7.23464,67.17536,9.9
Emden Hbf → Cottbus Hbf,Emden Hbf,Cottbus Hbf,day,Emden → Cottbus,DE,DE,514.13,DB,day,14,144,7.2,74.03,66.83,90.3,Back-on-Track 2022,2026-03-22,0.014,7.19782,66.83218,9.9
Emden Außenhafen → Cottbus Hbf,Emden Auenhafen,Cottbus Hbf,day,Emden Auenhafen → Cottbus,DE,DE,513.88,DB,day,14,144,7.19,74.0,66.81,90.3,Back-on-Track 2022,2026-03-22,0.014,7.19432,66.80568,9.9
Cottbus Hbf → Leer(Ostfriesl),Cottbus Hbf,Leer Ostfriesl,day,Cottbus → Leer Ostfriesl,DE,DE,492.46,DB,day,14,144,6.89,70.91,64.02,90.3,Back-on-Track 2022,2026-03-22,0.014,6.8944399999999995,64.01556,9.9
Cottbus Hbf → Norddeich Mole,Cottbus Hbf,Norddeich Mole,night,Cottbus → Norddeich Mole,DE,DE,525.66,DB,night,14,144,7.36,75.7,68.34,90.3,Back-on-Track 2022,2026-03-22,0.014,7.35924,68.34076,9.9
K80,Courtrai,Lille Flandres,day,Courtrai → Lille Flandres,FR,FR,24.77,SNCF,day,14,144,0.35,3.57,3.22,90.2,Back-on-Track 2022,2026-03-22,0.00297,0.0735669,3.4964331,11.1
C305,Lison,Coutances,day,Lison → Coutances,FR,FR,35.06,SNCF,day,14,144,0.49,5.05,4.56,90.3,Back-on-Track 2022,2026-03-22,0.00297,0.1041282,4.9458718,11.1
F32,Coutras,Niversac,day,Coutras → Niversac,FR,FR,74.63,SNCF,day,14,144,1.04,10.75,9.71,90.3,Back-on-Track 2022,2026-03-22,0.00297,0.2216511,10.5283489,11.1
F32,Coutras,Perigueux,day,Coutras → Perigueux,FR,FR,67.96,SNCF,day,14,144,0.95,9.79,8.84,90.3,Back-on-Track 2022,2026-03-22,0.00297,0.20184119999999997,9.588158799999999,11.1
C10,Saint Just En Chaussee,Creil,day,Saint Just En Chaussee → Creil,FR,FR,26.83,SNCF,day,14,144,0.38,3.86,3.48,90.2,Back-on-Track 2022,2026-03-22,0.00297,0.0796851,3.7803149,11.1
K12,Creil,Lille Flandres,day,Creil → Lille Flandres,FR,FR,158.58,SNCF,day,14,144,2.22,22.84,20.62,90.3,Back-on-Track 2022,2026-03-22,0.00297,0.47098260000000003,22.3690174,11.1
K13,Creil,Maubeuge,day,Creil → Maubeuge,FR,FR,155.42,SNCF,day,14,144,2.18,22.38,20.2,90.3,Back-on-Track 2022,2026-03-22,0.00297,0.46159739999999994,21.9184026,11.1
C10,Creil,Paris Gare Du Nord,day,Creil → Paris du Nord,FR,FR,43.47,SNCF,day,14,144,0.61,6.26,5.65,90.3,Back-on-Track 2022,2026-03-22,0.00297,0.1291059,6.1308941,11.1
K14,Saint Quentin,Creil,day,Saint Quentin → Creil,FR,FR,87.58,SNCF,day,14,144,1.23,12.61,11.38,90.2,Back-on-Track 2022,2026-03-22,0.00297,0.26011259999999997,12.3498874,11.1
INCONNU,Crepy En Valois,Laon,day,Crepy En Valois → Laon,FR,FR,65.38,OCEdefault,day,14,144,0.92,9.41,8.49,90.2,Back-on-Track 2022,2026-03-22,0.014,0.9153199999999999,8.49468,11.1
K15,Crepy En Valois,Paris Gare Du Nord,day,Crepy En Valois → Paris du Nord,FR,FR,55.0,SNCF,day,14,144,0.77,7.92,7.15,90.3,Back-on-Track 2022,2026-03-22,0.00297,0.16335,7.75665,11.1
P831,Thionville,Creutzwald Gare Routiere,day,Thionville → Creutzwald,FR,FR,41.65,SNCF,day,14,144,0.58,6.0,5.42,90.3,Back-on-Track 2022,2026-03-22,0.00297,0.12370049999999999,5.8762995,11.1
R,Le Day,Cully,day,le Day → Cully,CH,CH,35.93,SBB (Schweizerische Bundesbahnen SBB),day,14,144,0.5,5.17,4.67,90.3,Back-on-Track 2022,2026-03-22,0.014,0.50302,4.66698,21.2
R,Vallorbe,Cully,day,Vallorbe → Cully,CH,CH,36.9,SBB (Schweizerische Bundesbahnen SBB),day,14,144,0.52,5.31,4.79,90.2,Back-on-Track 2022,2026-03-22,0.014,0.5166,4.7934,21.2
INCONNU,Dijon,Culmont Chalindrey,day,Dijon → Culmont Chalindrey,FR,FR,62.48,OCEdefault,day,14,144,0.87,9.0,8.13,90.3,Back-on-Track 2022,2026-03-22,0.014,0.8747199999999999,8.12528,11.1
TER,Dijon,Culmont Chalindrey,day,Dijon → Culmont Chalindrey,CH,CH,62.55,SNCF (Société Nationale des Chemins de fer Français),day,14,144,0.88,9.01,8.13,90.2,Back-on-Track 2022,2026-03-22,0.014,0.8757,8.1343,21.2
C72+,Culmont Chalindrey,Saint Dizier,day,Culmont Chalindrey → Saint Dizier,FR,FR,99.55,SNCF,day,14,144,1.39,14.34,12.95,90.3,Back-on-Track 2022,2026-03-22,0.00297,0.29566349999999997,14.0443365,11.1
INCONNU,Lyon Perrache,Culmont Chalindrey,day,Lyon Perrache → Culmont Chalindrey,FR,FR,234.02,OCEdefault,day,14,144,3.28,33.7,30.42,90.3,Back-on-Track 2022,2026-03-22,0.014,3.2762800000000003,30.423720000000003,11.1
K45,Culmont Chalindrey,Nancy,day,Culmont Chalindrey → Nancy,FR,FR,111.8,SNCF,day,14,144,1.57,16.1,14.53,90.2,Back-on-Track 2022,2026-03-22,0.00297,0.332046,15.767954000000001,11.1
K4,Culmont Chalindrey,Paris Est,night,Culmont Chalindrey → Paris Est,FR,FR,256.96,SNCF VOYAGEURS,night,14,144,3.6,37.0,33.4,90.3,Back-on-Track 2022,2026-03-22,0.014,3.5974399999999997,33.40256,11.1
C72,Culmont Chalindrey,Reims,night,Culmont Chalindrey → Reims,FR,FR,192.07,SNCF VOYAGEURS,night,14,144,2.69,27.66,24.97,90.3,Back-on-Track 2022,2026-03-22,0.014,2.68898,24.97102,11.1
K4,Troyes,Culmont Chalindrey,day,Troyes → Culmont Chalindrey,FR,FR,115.79,SNCF,day,14,144,1.62,16.67,15.05,90.3,Back-on-Track 2022,2026-03-22,0.00297,0.34389630000000004,16.3261037,11.1
TER,Vittel,Culmont Chalindrey,day,Vittel → Culmont Chalindrey,CH,CH,57.29,SNCF (Société Nationale des Chemins de fer Français),day,14,144,0.8,8.25,7.45,90.3,Back-on-Track 2022,2026-03-22,0.014,0.80206,7.44794,21.2
C6,Saint Cyprien Arenes,L Isle Jourdain,day,Saint Cyprien Arenes → l Isle Jourdain,FR,FR,26.43,SNCF,day,14,144,0.37,3.81,3.44,90.3,Back-on-Track 2022,2026-03-22,0.00297,0.0784971,3.7315029,11.1
S33,Winterthur,Dachsen,day,Winterthur → Dachsen,CH,CH,20.29,SBB (Schweizerische Bundesbahnen SBB),day,14,144,0.28,2.92,2.64,90.4,Back-on-Track 2022,2026-03-22,0.014,0.28406,2.6359399999999997,21.2
P851,Damblain Eglise,Nancy,day,Damblain Eglise → Nancy,FR,FR,76.26,SNCF,day,14,144,1.07,10.98,9.91,90.3,Back-on-Track 2022,2026-03-22,0.00297,0.2264922,10.753507800000001,11.1
Darmstadt Hbf → Dortmund Hbf,Darmstadt Hbf,Dortmund Hbf,day,Darmstadt → Dortmund,DE,DE,200.67,DB,day,14,144,2.81,28.9,26.09,90.3,Back-on-Track 2022,2026-03-22,0.014,2.80938,26.090619999999998,9.9
Graz Hbf → Darmstadt Hbf,Graz Hbf,Darmstadt Hbf,night,Graz → Darmstadt,DE,DE,588.96,DB,night,14,144,8.25,84.81,76.56,90.3,Back-on-Track 2022,2026-03-22,0.014,8.24544,76.56456,9.9
Hamburg Hbf → Darmstadt Hbf,Hamburg Hbf,Darmstadt Hbf,day,Hamburg → Darmstadt,DE,DE,420.06,DB,day,14,144,5.88,60.49,54.61,90.3,Back-on-Track 2022,2026-03-22,0.014,5.88084,54.60916,9.9
Hamburg-Altona → Darmstadt Hbf,Hamburg Altona,Darmstadt Hbf,night,Hamburg Altona → Darmstadt,DE,DE,418.97,DB,night,14,144,5.87,60.33,54.46,90.3,Back-on-Track 2022,2026-03-22,0.014,5.8655800000000005,54.46442,9.9
Darmstadt Hbf → Klagenfurt Hbf,Darmstadt Hbf,Klagenfurt Hbf,day,Darmstadt → Klagenfurt,DE,DE,554.98,ÖBB,day,14,144,7.77,79.92,72.15,90.3,Back-on-Track 2022,2026-03-22,0.014,7.76972,72.15028,9.9
Darmstadt Hbf → München Hbf,Darmstadt Hbf,Munchen Hbf,day,Darmstadt → Munchen,DE,DE,287.6,DB,day,14,144,4.03,41.41,37.38,90.3,Back-on-Track 2022,2026-03-22,0.014,4.026400000000001,37.383599999999994,9.9
Salzburg Hbf → Darmstadt Hbf,Salzburg Hbf,Darmstadt Hbf,night,Salzburg → Darmstadt,DE,DE,395.98,DB,night,14,144,5.54,57.02,51.48,90.3,Back-on-Track 2022,2026-03-22,0.014,5.54372,51.47628,9.9
Darmstadt Hbf → Stuttgart Hbf,Darmstadt Hbf,Stuttgart Hbf,day,Darmstadt → Stuttgart,DE,DE,127.47,DB,day,14,144,1.78,18.36,16.58,90.3,Back-on-Track 2022,2026-03-22,0.014,1.78458,16.57542,9.9
R,Davos Glaris,Filisur,day,Davos Glaris → Filisur,CH,CH,10.77,RhB (Rhätische Bahn),day,14,144,0.15,1.55,1.4,90.3,Back-on-Track 2022,2026-03-22,0.014,0.15078,1.3992200000000001,21.2
R,Filisur,Davos Platz,day,Filisur → Davos Platz,CH,CH,16.73,RhB (Rhätische Bahn),day,14,144,0.23,2.41,2.18,90.5,Back-on-Track 2022,2026-03-22,0.014,0.23422,2.17578,21.2
R,Landquart,Davos Platz,day,Landquart → Davos Platz,CH,CH,28.16,RhB (Rhätische Bahn),day,14,144,0.39,4.06,3.67,90.4,Back-on-Track 2022,2026-03-22,0.014,0.39424000000000003,3.6657599999999997,21.2
D51,Dax,Hendaye,day,Dax → Hendaye,FR,FR,71.73,SNCF,day,14,144,1.0,10.33,9.33,90.3,Back-on-Track 2022,2026-03-22,0.00297,0.2130381,10.1169619,11.1
D52,Lourdes,Dax,day,Lourdes → Dax,FR,FR,106.7,SNCF,day,14,144,1.49,15.36,13.87,90.3,Back-on-Track 2022,2026-03-22,0.00297,0.316899,15.043101,11.1
D52,Dax,Pau,day,Dax → Pau,FR,FR,72.71,SNCF,day,14,144,1.02,10.47,9.45,90.3,Back-on-Track 2022,2026-03-22,0.00297,0.2159487,10.2540513,11.1
D52,Tarbes,Dax,day,Tarbes → Dax,FR,FR,104.97,SNCF,day,14,144,1.47,15.12,13.65,90.3,Back-on-Track 2022,2026-03-22,0.00297,0.3117609,14.8082391,11.1
TER,Laroche Migennes,Gare De Lyon,night,Laroche Migennes → de Lyon,FR,FR,129.08,TER,night,14,144,1.81,18.59,16.78,90.3,Back-on-Track 2022,2026-03-22,0.014,1.8071200000000003,16.78288,11.1
K6,Dijon,Decize,day,Dijon → Decize,FR,FR,129.9,SNCF,day,14,144,1.82,18.71,16.89,90.3,Back-on-Track 2022,2026-03-22,0.00297,0.385803,18.324197,11.1
