route_name,origin,destination,service_type,route_name_simple,origin_country,destination_country,distance_km,operator,type,train_gco2_pkm,plane_gco2_pkm,train_co2_kg,plane_co2_kg,co2_savings_kg,savings_percent,emission_source,calculation_date,train_gco2_pkm_ademe,train_co2_kg_ademe,co2_savings_kg_ademe,rail_modal_share_pct
RB,Ulm Hbf,Allmendingen D,day,Ulm → Allmendingen d,CH,CH,20.81,DB Regio (DB Regio AG Baden-Württemberg),day,14,144,0.29,3.0,2.71,90.3,Back-on-Track 2022,2026-03-22,0.014,0.29134,2.70866,21.2
IC2,Altdorf Ur,Zurich Hb,day,Altdorf Ur → Zurich Hb,CH,CH,56.29,SBB (Schweizerische Bundesbahnen SBB),day,14,144,0.79,8.11,7.32,90.3,Back-on-Track 2022,2026-03-22,0.014,0.78806,7.32194,21.2
S1,Altnau,Feuerthalen,day,Altnau → Feuerthalen,CH,CH,47.1,THURBO (THURBO),day,14,144,0.66,6.78,6.12,90.3,Back-on-Track 2022,2026-03-22,0.014,0.6594,6.1206000000000005,21.2
S1,Altnau,Schaffhausen,day,Altnau → Schaffhausen,CH,CH,48.18,THURBO (THURBO),day,14,144,0.67,6.94,6.27,90.3,Back-on-Track 2022,2026-03-22,0.014,0.67452,6.26548,21.2
S2,Altstatten Sg,Nesslau Neu St Johann,day,Altstatten Sg → Nesslau Neu St Johann,CH,CH,31.64,THURBO (THURBO),day,14,144,0.44,4.56,4.12,90.4,Back-on-Track 2022,2026-03-22,0.014,0.44296,4.117039999999999,21.2
S2,St Gallen,Altstatten Sg,day,St Gallen → Altstatten Sg,CH,CH,15.06,THURBO (THURBO),day,14,144,0.21,2.17,1.96,90.3,Back-on-Track 2022,2026-03-22,0.014,0.21084,1.95916,21.2
S5,Weinfelden,Altstatten Sg,day,Weinfelden → Altstatten Sg,CH,CH,40.01,THURBO (THURBO),day,14,144,0.56,5.76,5.2,90.3,Back-on-Track 2022,2026-03-22,0.014,0.56014,5.19986,21.2
P132,Saint Amand Montrond Orval,Bourges,day,Saint Amand Montrond Orval → Bourges,FR,FR,41.47,SNCF,day,14,144,0.58,5.97,5.39,90.3,Back-on-Track 2022,2026-03-22,0.00297,0.1231659,5.8468341,11.1
P23,Saint Amand Montrond Orval,Montlucon,day,Saint Amand Montrond Orval → Montlucon,FR,FR,44.0,SNCF,day,14,144,0.62,6.34,5.72,90.2,Back-on-Track 2022,2026-03-22,0.00297,0.13068,6.20932,11.1
P13,Amberieu En Bugey,Bourg En Bresse,day,Amberieu En Bugey → Bourg En Bresse,FR,FR,29.08,SNCF,day,14,144,0.41,4.19,3.78,90.2,Back-on-Track 2022,2026-03-22,0.00297,0.08636759999999999,4.1036324,11.1
P13,Amberieu En Bugey,Bourg En Bresse Gare Routiere,day,Amberieu En Bugey → Bourg En Bresse,FR,FR,29.0,SNCF,day,14,144,0.41,4.18,3.77,90.2,Back-on-Track 2022,2026-03-22,0.00297,0.08613,4.09387,11.1
P3,Chambery Challes Les Eaux,Amberieu En Bugey,day,Chambery Challes les Eaux → Amberieu En Bugey,FR,FR,61.77,SNCF,day,14,144,0.86,8.89,8.03,90.3,Back-on-Track 2022,2026-03-22,0.00297,0.1834569,8.706543100000001,11.1
P3,Amberieu En Bugey,Culoz,day,Amberieu En Bugey → Culoz,FR,FR,35.94,SNCF,day,14,144,0.5,5.18,4.68,90.3,Back-on-Track 2022,2026-03-22,0.00297,0.1067418,5.0732582,11.1
C18,Amberieu En Bugey,Saint Etienne Chateaucreux,day,Amberieu En Bugey → Saint Etienne Chateaucreux,FR,FR,92.65,SNCF,day,14,144,1.3,13.34,12.04,90.3,Back-on-Track 2022,2026-03-22,0.00297,0.27517050000000004,13.0648295,11.1
C18,Amberieu En Bugey,Lyon Part Dieu,day,Amberieu En Bugey → Lyon Part Dieu,FR,FR,43.15,SNCF,day,14,144,0.6,6.21,5.61,90.3,Back-on-Track 2022,2026-03-22,0.00297,0.1281555,6.0818445,11.1
P13,Macon,Amberieu En Bugey,day,Macon → Amberieu En Bugey,FR,FR,55.61,SNCF,day,14,144,0.78,8.01,7.23,90.3,Back-on-Track 2022,2026-03-22,0.00297,0.1651617,7.8448383,11.1
INCONNU,Amberieu En Bugey,Tenay Hauteville,day,Amberieu En Bugey → Tenay Hauteville,FR,FR,12.81,OCEdefault,day,14,144,0.18,1.84,1.66,90.2,Back-on-Track 2022,2026-03-22,0.014,0.17934,1.66066,11.1
INCONNU,Amberieu En Bugey,Virieu Le Grand Belley,day,Amberieu En Bugey → Virieu le Grand Belley,FR,FR,26.8,OCEdefault,day,14,144,0.38,3.86,3.48,90.2,Back-on-Track 2022,2026-03-22,0.014,0.37520000000000003,3.4848,11.1
TER,Amberieu,Bourg En Bresse,day,Amberieu → Bourg En Bresse,CH,CH,29.06,SNCF (Société Nationale des Chemins de fer Français),day,14,144,0.41,4.18,3.77,90.2,Back-on-Track 2022,2026-03-22,0.014,0.40684,3.77316,21.2
TER,Chambery Challes Les Eaux,Amberieu,day,Chambery Challes les Eaux → Amberieu,CH,CH,61.8,SNCF (Société Nationale des Chemins de fer Français),day,14,144,0.87,8.9,8.03,90.2,Back-on-Track 2022,2026-03-22,0.014,0.8652,8.0348,21.2
TER,Amberieu,Saint Etienne Chateaucreux,day,Amberieu → Saint Etienne Chateaucreux,CH,CH,92.6,SNCF (Société Nationale des Chemins de fer Français),day,14,144,1.3,13.33,12.03,90.2,Back-on-Track 2022,2026-03-22,0.014,1.2964,12.0336,21.2
TER,Amberieu,Lyon Part Dieu,day,Amberieu → Lyon Part Dieu,CH,CH,43.04,SNCF (Société Nationale des Chemins de fer Français),day,14,144,0.6,6.2,5.6,90.3,Back-on-Track 2022,2026-03-22,0.014,0.60256,5.597440000000001,21.2
TER,Amberieu,Macon,day,Amberieu → Macon,CH,CH,55.61,SNCF (Société Nationale des Chemins de fer Français),day,14,144,0.78,8.01,7.23,90.3,Back-on-Track 2022,2026-03-22,0.014,0.77854,7.23146,21.2
EXT,Bellinzona,Ambri Piotta,day,Bellinzona → Ambri Piotta,CH,CH,43.69,SBB (Schweizerische Bundesbahnen SBB),day,14,144,0.61,6.29,5.68,90.3,Back-on-Track 2022,2026-03-22,0.014,0.61166,5.67834,21.2
Amersfoort → Bad Bentheim,Amersfoort,Bad Bentheim,day,Amersfoort → Bad Bentheim,DE,DE,122.82,DB,day,14,144,1.72,17.69,15.97,90.3,Back-on-Track 2022,2026-03-22,0.014,1.71948,15.97052,9.9
Amersfoort → Berlin Ostbahnhof,Amersfoort,Berlin Ostbahnhof,day,Amersfoort → Berlin Ostbahnhof,DE,DE,548.92,DB,day,14,144,7.68,79.04,71.36,90.3,Back-on-Track 2022,2026-03-22,0.014,7.68488,71.35512,9.9
Amersfoort → Berlin-Spandau,Amersfoort,Berlin Spandau,day,Amersfoort → Berlin Spandau,DE,DE,532.89,DB,day,14,144,7.46,76.74,69.28,90.3,Back-on-Track 2022,2026-03-22,0.014,7.46046,69.27954,9.9
Amersfoort → Berlin Hbf (tief),Amersfoort,Berlin Hbf Tief,day,Amersfoort → Berlin,DE,DE,544.54,DB,day,14,144,7.62,78.41,70.79,90.3,Back-on-Track 2022,2026-03-22,0.014,7.6235599999999994,70.78644,9.9
Amersfoort → Hannover Hbf,Amersfoort,Hannover Hbf,day,Amersfoort → Hannover,DE,DE,298.22,DB,day,14,144,4.18,42.94,38.76,90.3,Back-on-Track 2022,2026-03-22,0.014,4.17508,38.76492,9.9
K44,Arras,Amiens,day,Arras → Amiens,FR,FR,55.51,SNCF,day,14,144,0.78,7.99,7.21,90.2,Back-on-Track 2022,2026-03-22,0.00297,0.1648647,7.8251353,11.1
K21,Boulogne Sur Mer,Amiens,night,Boulogne Sur Mer → Amiens,FR,FR,104.29,SNCF VOYAGEURS,night,14,144,1.46,15.02,13.56,90.3,Back-on-Track 2022,2026-03-22,0.014,1.4600600000000001,13.55994,11.1
K21,Calais Ville,Amiens,night,Calais Ville → Amiens,FR,FR,122.55,SNCF VOYAGEURS,night,14,144,1.72,17.65,15.93,90.3,Back-on-Track 2022,2026-03-22,0.014,1.7157,15.934299999999999,11.1
P23,Amiens,Compiegne,day,Amiens → Compiegne,FR,FR,63.97,SNCF Voyageurs EA,day,14,144,0.9,9.21,8.31,90.2,Back-on-Track 2022,2026-03-22,0.014,0.89558,8.31442,11.1
C10,Creil,Amiens,day,Creil → Amiens,FR,FR,70.66,SNCF,day,14,144,0.99,10.18,9.19,90.3,Back-on-Track 2022,2026-03-22,0.00297,0.2098602,9.9701398,11.1
K44,Douai,Amiens,day,Douai → Amiens,FR,FR,77.24,SNCF,day,14,144,1.08,11.12,10.04,90.3,Back-on-Track 2022,2026-03-22,0.00297,0.2294028,10.890597199999998,11.1
K90+,Dunkerque,Amiens,day,Dunkerque → Amiens,FR,FR,126.82,SNCF,day,14,144,1.78,18.26,16.48,90.3,Back-on-Track 2022,2026-03-22,0.00297,0.3766554,17.8833446,11.1
K16,Amiens,Etaples Le Touquet,day,Amiens → Etaples le Touquet,FR,FR,84.2,SNCF,day,14,144,1.18,12.12,10.94,90.3,Back-on-Track 2022,2026-03-22,0.00297,0.250074,11.869926,11.1
P20,Laon,Amiens,night,Laon → Amiens,FR,FR,101.06,SNCF Voyageurs EA,night,14,144,1.41,14.55,13.14,90.3,Back-on-Track 2022,2026-03-22,0.014,1.41484,13.13516,11.1
K90+,Amiens,Lille Europe,day,Amiens → Lille Europe,FR,FR,99.54,SNCF,day,14,144,1.39,14.33,12.94,90.3,Back-on-Track 2022,2026-03-22,0.00297,0.2956338,14.034366200000001,11.1
K44,Amiens,Lille Flandres,day,Amiens → Lille Flandres,FR,FR,99.05,SNCF,day,14,144,1.39,14.26,12.87,90.3,Back-on-Track 2022,2026-03-22,0.00297,0.2941785,13.9658215,11.1
C10,Amiens,Paris Gare Du Nord,night,Amiens → Paris du Nord,FR,FR,112.41,SNCF VOYAGEURS,night,14,144,1.57,16.19,14.62,90.3,Back-on-Track 2022,2026-03-22,0.014,1.57374,14.61626,11.1
K20,Saint Quentin,Amiens,day,Saint Quentin → Amiens,FR,FR,71.09,SNCF Voyageurs EA,day,14,144,1.0,10.24,9.24,90.2,Back-on-Track 2022,2026-03-22,0.014,0.99526,9.24474,11.1
K21,Rang Du Fliers Verton Berck,Amiens,day,Rang du Fliers Verton Berck → Amiens,FR,FR,74.99,SNCF,day,14,144,1.05,10.8,9.75,90.3,Back-on-Track 2022,2026-03-22,0.00297,0.22272029999999998,10.5772797,11.1
P45,Amiens,Rouen Rive Droite,night,Amiens → Rouen Rive Droite,FR,FR,100.25,SNCF VOYAGEURS,night,14,144,1.4,14.44,13.04,90.3,Back-on-Track 2022,2026-03-22,0.014,1.4035,13.0365,11.1
P20,Amiens,Tergnier,day,Amiens → Tergnier,FR,FR,75.54,SNCF Voyageurs EA,day,14,144,1.06,10.88,9.82,90.3,Back-on-Track 2022,2026-03-22,0.014,1.05756,9.82244,11.1
TER,Belfort,Saint Amour,day,Belfort → Saint Amour,CH,CH,176.21,SNCF (Société Nationale des Chemins de fer Français),day,14,144,2.47,25.37,22.9,90.3,Back-on-Track 2022,2026-03-22,0.014,2.46694,22.90306,21.2
TER,Besancon Viotte,Saint Amour,day,Besancon Viotte → Saint Amour,CH,CH,104.5,SNCF (Société Nationale des Chemins de fer Français),day,14,144,1.46,15.05,13.59,90.3,Back-on-Track 2022,2026-03-22,0.014,1.463,13.587,21.2
P7,Saint Amour,Dijon,night,Saint Amour → Dijon,FR,FR,101.65,SNCF VOYAGEURS,night,14,144,1.42,14.64,13.22,90.3,Back-on-Track 2022,2026-03-22,0.014,1.4231,13.2169,11.1
Amsterdam Centraal → Bad Bentheim,Amsterdam Centraal,Bad Bentheim,day,Amsterdam Centraal → Bad Bentheim,DE,DE,153.65,DB,day,14,144,2.15,22.13,19.98,90.3,Back-on-Track 2022,2026-03-22,0.014,2.1511,19.9789,9.9
Amsterdam Centraal → Basel SBB,Amsterdam Centraal,Basel Sbb,day,Amsterdam Centraal → Basel Sbb,DE,DE,570.58,DB,day,14,144,7.99,82.16,74.17,90.3,Back-on-Track 2022,2026-03-22,0.014,7.98812,74.17188,9.9
ICE 77,Amsterdam Centraal,Berlin Hbf,day,Amsterdam Centraal → Berlin,DE,DE,573.83,DB,day,14,144,8.03,82.63,74.6,90.3,Back-on-Track 2022,2026-03-22,0.014,8.03362,74.59638,9.9
Amsterdam Centraal → Berlin Ostbahnhof,Amsterdam Centraal,Berlin Ostbahnhof,night,Amsterdam Centraal → Berlin Ostbahnhof,DE,DE,578.33,DB,night,14,144,8.1,83.28,75.18,90.3,Back-on-Track 2022,2026-03-22,0.014,8.096620000000001,75.18338,9.9
Amsterdam Centraal → Berlin-Spandau,Amsterdam Centraal,Berlin Spandau,day,Amsterdam Centraal → Berlin Spandau,DE,DE,562.17,DB,day,14,144,7.87,80.95,73.08,90.3,Back-on-Track 2022,2026-03-22,0.014,7.87038,73.07962,9.9
Amsterdam Centraal → Berlin Hbf (tief),Amsterdam Centraal,Berlin Hbf Tief,day,Amsterdam Centraal → Berlin,DE,DE,573.87,DB,day,14,144,8.03,82.64,74.61,90.3,Back-on-Track 2022,2026-03-22,0.014,8.034180000000001,74.60582,9.9
BEBMI -> NLAMA,Bruxelles Midi,Amsterdam Centraal,night,Bruxelles Midi → Amsterdam Centraal,BE,NL,176.03,Eurostar,night,14,144,2.46,25.35,22.89,90.3,Back-on-Track 2022,2026-03-22,0.014,2.46442,22.88558,9.4
IC,Amsterdam Centraal,Eindhoven Centraal,day,Amsterdam Centraal → Eindhoven Centraal,NL,NL,111.44,DB Fernverkehr (Codesharing),day,14,144,1.56,16.05,14.49,90.3,Back-on-Track 2022,2026-03-22,0.014,1.56016,14.489840000000001,12.0
Frankfurt(Main)Hbf → Amsterdam Centraal,Frankfurt Main Hbf,Amsterdam Centraal,night,Frankfurt Main → Amsterdam Centraal,DE,DE,363.9,NS,night,14,144,5.09,52.4,47.31,90.3,Back-on-Track 2022,2026-03-22,0.014,5.0946,47.3054,9.9
Amsterdam Centraal → Freiburg(Breisgau) Hbf,Amsterdam Centraal,Freiburg Breisgau Hbf,day,Amsterdam Centraal → Freiburg Breisgau,DE,DE,530.2,DB,day,14,144,7.42,76.35,68.93,90.3,Back-on-Track 2022,2026-03-22,0.014,7.4228000000000005,68.9272,9.9
Amsterdam Centraal → Hannover Hbf,Amsterdam Centraal,Hannover Hbf,day,Amsterdam Centraal → Hannover,DE,DE,328.58,DB,day,14,144,4.6,47.32,42.72,90.3,Back-on-Track 2022,2026-03-22,0.014,4.6001199999999995,42.71988,9.9
Amsterdam Centraal → Karlsruhe Hbf,Amsterdam Centraal,Karlsruhe Hbf,day,Amsterdam Centraal → Karlsruhe,DE,DE,450.02,DB,day,14,144,6.3,64.8,58.5,90.3,Back-on-Track 2022,2026-03-22,0.014,6.30028,58.499719999999996,9.9
Amsterdam Centraal → Köln Hbf,Amsterdam Centraal,Koln Hbf,day,Amsterdam Centraal → Koln,DE,DE,213.71,DB,day,14,144,2.99,30.77,27.78,90.3,Back-on-Track 2022,2026-03-22,0.014,2.99194,27.77806,9.9
FRMLV -> NLAMA,Marne La Vallee Chessy,Amsterdam Centraal,day,Marne la Vallee Chessy → Amsterdam Centraal,FR,NL,417.72,Eurostar,day,14,144,5.85,60.15,54.3,90.3,Back-on-Track 2022,2026-03-22,0.014,5.84808,54.301919999999996,11.1
Amsterdam Centraal → Offenburg,Amsterdam Centraal,Offenburg,day,Amsterdam Centraal → Offenburg,DE,DE,484.58,DB,day,14,144,6.78,69.78,63.0,90.3,Back-on-Track 2022,2026-03-22,0.014,6.78412,62.99588,9.9
NLAMA -> FRPNO,Amsterdam Centraal,Paris Nord,night,Amsterdam Centraal → Paris Nord,NL,FR,428.33,Eurostar,night,14,144,6.0,61.68,55.68,90.3,Back-on-Track 2022,2026-03-22,0.014,5.99662,55.68338,12.0
GBSPX -> NLAMA,St Pancras International,Amsterdam Centraal,day,St Pancras International → Amsterdam Centraal,GB,NL,357.02,Eurostar,day,14,144,5.0,51.41,46.41,90.3,Back-on-Track 2022,2026-03-22,0.014,4.99828,46.411719999999995,5.3
CJX5,Amstetten Bahnhof,Wien Westbahnhof,night,Amstetten → Wien Westbahnhof,AT,AT,108.45,ÖBB,night,14,144,1.52,15.62,14.1,90.3,Back-on-Track 2022,2026-03-22,0.014,1.5183,14.1017,13.6
C4,Nantes,Ancenis Bis,day,Nantes → Ancenis Bis,FR,FR,32.25,SNCF,day,14,144,0.45,4.64,4.19,90.3,Back-on-Track 2022,2026-03-22,0.00297,0.09578249999999999,4.544217499999999,11.1
C42,Ancenis Bis,Savenay,day,Ancenis Bis → Savenay,FR,FR,58.25,SNCF,day,14,144,0.82,8.39,7.57,90.2,Back-on-Track 2022,2026-03-22,0.00297,0.1730025,8.2169975,11.1
C4,Ancenis,Nantes,day,Ancenis → Nantes,FR,FR,32.25,SNCF,day,14,144,0.45,4.64,4.19,90.3,Back-on-Track 2022,2026-03-22,0.00297,0.09578249999999999,4.544217499999999,11.1
C42,Savenay,Ancenis,day,Savenay → Ancenis,FR,FR,58.25,SNCF,day,14,144,0.82,8.39,7.57,90.2,Back-on-Track 2022,2026-03-22,0.00297,0.1730025,8.2169975,11.1
S24,Andelfingen,Thalwil,day,Andelfingen → Thalwil,CH,CH,34.19,SBB (Schweizerische Bundesbahnen SBB),day,14,144,0.48,4.92,4.44,90.2,Back-on-Track 2022,2026-03-22,0.014,0.47866,4.44134,21.2
S24,Zug,Andelfingen,day,Zug → Andelfingen,CH,CH,48.29,SBB (Schweizerische Bundesbahnen SBB),day,14,144,0.68,6.95,6.27,90.2,Back-on-Track 2022,2026-03-22,0.014,0.67606,6.2739400000000005,21.2
INCONNU,Andelot,Saint Claude,day,Andelot → Saint Claude,FR,FR,52.43,OCEdefault,day,14,144,0.73,7.55,6.82,90.3,Back-on-Track 2022,2026-03-22,0.014,0.73402,6.81598,11.1
TER,Andelot,Saint Claude,day,Andelot → Saint Claude,CH,CH,52.54,SNCF (Société Nationale des Chemins de fer Français),day,14,144,0.74,7.57,6.83,90.2,Back-on-Track 2022,2026-03-22,0.014,0.73556,6.834440000000001,21.2
P18,Andelot,Dole,day,Andelot → Dole,FR,FR,42.25,SNCF,day,14,144,0.59,6.08,5.49,90.3,Back-on-Track 2022,2026-03-22,0.00297,0.1254825,5.9545175,11.1
R,Brig Bahnhofplatz,Andermatt,day,Brig Bahnhofplatz → Andermatt,CH,CH,58.39,MGB-fo (Matterhorn Gotthard Bahn (fo)),day,14,144,0.82,8.41,7.59,90.2,Back-on-Track 2022,2026-03-22,0.014,0.8174600000000001,7.59254,21.2
R,Andermatt,Disentis Muster,day,Andermatt → Disentis Muster,CH,CH,21.37,MGB-fo (Matterhorn Gotthard Bahn (fo)),day,14,144,0.3,3.08,2.78,90.3,Back-on-Track 2022,2026-03-22,0.014,0.29918,2.7808200000000003,21.2
R,Oberwald,Andermatt,day,Oberwald → Andermatt,CH,CH,22.47,MGB-fo (Matterhorn Gotthard Bahn (fo)),day,14,144,0.31,3.24,2.93,90.4,Back-on-Track 2022,2026-03-22,0.014,0.31457999999999997,2.9254200000000004,21.2
R,Visp,Andermatt,day,Visp → Andermatt,CH,CH,66.53,MGB-fo (Matterhorn Gotthard Bahn (fo)),day,14,144,0.93,9.58,8.65,90.3,Back-on-Track 2022,2026-03-22,0.014,0.93142,8.64858,21.2
C31,Chambery Challes Les Eaux,Saint Andre Le Gaz,day,Chambery Challes les Eaux → Saint Andre le Gaz,FR,FR,30.92,SNCF,day,14,144,0.43,4.45,4.02,90.3,Back-on-Track 2022,2026-03-22,0.00297,0.09183240000000001,4.3581676,11.1
C31,Grenoble,Saint Andre Le Gaz,day,Grenoble → Saint Andre le Gaz,FR,FR,41.98,SNCF,day,14,144,0.59,6.05,5.46,90.2,Back-on-Track 2022,2026-03-22,0.00297,0.12468059999999999,5.9253194,11.1
C6,Saint Andre Le Gaz,Grenoble Europole,day,Saint Andre le Gaz → Grenoble Europole,FR,FR,41.96,SNCF,day,14,144,0.59,6.04,5.45,90.2,Back-on-Track 2022,2026-03-22,0.00297,0.1246212,5.9153788,11.1
C31,Grenoble Universites Gieres,Saint Andre Le Gaz,day,Grenoble Universites Gieres → Saint Andre le Gaz,FR,FR,44.86,SNCF,day,14,144,0.63,6.46,5.83,90.2,Back-on-Track 2022,2026-03-22,0.00297,0.1332342,6.3267657999999996,11.1
C26,Saint Andre Le Gaz,Lyon Perrache,day,Saint Andre le Gaz → Lyon Perrache,FR,FR,58.84,SNCF,day,14,144,0.82,8.47,7.65,90.3,Back-on-Track 2022,2026-03-22,0.00297,0.17475480000000002,8.2952452,11.1
P3,Chartres,Angers Saint Laud,day,Chartres → Angers Saint Laud,FR,FR,187.06,SNCF,day,14,144,2.62,26.94,24.32,90.3,Back-on-Track 2022,2026-03-22,0.00297,0.5555682,26.3844318,11.1
C20,Angers Saint Laud,Cholet,day,Angers Saint Laud → Cholet,FR,FR,50.26,SNCF,day,14,144,0.7,7.24,6.54,90.3,Back-on-Track 2022,2026-03-22,0.00297,0.1492722,7.0907278,11.1
P15,Angers Saint Laud,Le Mans,day,Angers Saint Laud → le Mans,FR,FR,81.41,SNCF,day,14,144,1.14,11.72,10.58,90.3,Back-on-Track 2022,2026-03-22,0.00297,0.2417877,11.478212300000001,11.1
P1,Nantes,Angers Saint Laud,day,Nantes → Angers Saint Laud,FR,FR,79.16,SNCF,day,14,144,1.11,11.4,10.29,90.3,Back-on-Track 2022,2026-03-22,0.00297,0.2351052,11.1648948,11.1
411C,Paris Montparnasse Hall 1 2,Angers Saint Laud,day,Paris Montparnasse Hall 1 2 → Angers Saint Laud,FR,FR,262.62,SNCF,day,14,144,3.68,37.82,34.14,90.3,Back-on-Track 2022,2026-03-22,0.00297,0.7799814,37.0400186,11.1
P1,Angers Saint Laud,Saumur,day,Angers Saint Laud → Saumur,FR,FR,42.54,SNCF,day,14,144,0.6,6.13,5.53,90.2,Back-on-Track 2022,2026-03-22,0.00297,0.1263438,6.0036562,11.1
P65,Angers Saint Laud,Thouars,day,Angers Saint Laud → Thouars,FR,FR,59.41,SNCF,day,14,144,0.83,8.56,7.73,90.3,Back-on-Track 2022,2026-03-22,0.00297,0.17644769999999999,8.3835523,11.1
P1,Tours,Angers Saint Laud,day,Tours → Angers Saint Laud,FR,FR,94.37,SNCF,day,14,144,1.32,13.59,12.27,90.3,Back-on-Track 2022,2026-03-22,0.00297,0.2802789,13.309721099999999,11.1
P8,Orleans,Angerville,day,Orleans → Angerville,FR,FR,45.5,SNCF,day,14,144,0.64,6.55,5.91,90.2,Back-on-Track 2022,2026-03-22,0.00297,0.135135,6.414865,11.1
P8,Toury,Angerville,day,Toury → Angerville,FR,FR,13.95,SNCF,day,14,144,0.2,2.01,1.81,90.0,Back-on-Track 2022,2026-03-22,0.00297,0.041431499999999996,1.9685684999999997,11.1
L13,Bordeaux Saint Jean,Angouleme,night,Bordeaux Saint Jean → Angouleme,FR,FR,107.98,SNCF VOYAGEURS,night,14,144,1.51,15.55,14.04,90.3,Back-on-Track 2022,2026-03-22,0.014,1.5117200000000002,14.03828,11.1
L12+,Angouleme,Chatellerault,day,Angouleme → Chatellerault,FR,FR,132.88,SNCF,day,14,144,1.86,19.13,17.27,90.3,Back-on-Track 2022,2026-03-22,0.00297,0.3946536,18.735346399999997,11.1
L16,La Rochelle Porte Dauphine,Angouleme,day,la Rochelle Porte Dauphine → Angouleme,FR,FR,116.79,SNCF,day,14,144,1.64,16.82,15.18,90.2,Back-on-Track 2022,2026-03-22,0.00297,0.3468663,16.4731337,11.1
L13,Angouleme,Libourne,day,Angouleme → Libourne,FR,FR,87.82,SNCF,day,14,144,1.23,12.65,11.42,90.3,Back-on-Track 2022,2026-03-22,0.00297,0.2608254,12.3891746,11.1
L12,Poitiers,Angouleme,day,Poitiers → Angouleme,FR,FR,104.08,SNCF,day,14,144,1.46,14.99,13.53,90.3,Back-on-Track 2022,2026-03-22,0.00297,0.3091176,14.6808824,11.1
L16,Royan,Angouleme,day,Royan → Angouleme,FR,FR,91.89,SNCF,day,14,144,1.29,13.23,11.94,90.2,Back-on-Track 2022,2026-03-22,0.00297,0.2729133,12.9570867,11.1
L16,Saintes,Angouleme,day,Saintes → Angouleme,FR,FR,61.68,SNCF,day,14,144,0.86,8.88,8.02,90.3,Back-on-Track 2022,2026-03-22,0.00297,0.1831896,8.6968104,11.1
L2,Annemasse,Annecy,day,Annemasse → Annecy,FR,FR,34.21,SNCF,day,14,144,0.48,4.93,4.45,90.3,Back-on-Track 2022,2026-03-22,0.00297,0.1016037,4.8283963,11.1
K21,Annecy,Avignon Centre,day,Annecy → Avignon Centre,FR,FR,241.34,SNCF,day,14,144,3.38,34.75,31.37,90.3,Back-on-Track 2022,2026-03-22,0.00297,0.7167798,34.0332202,11.1
C21,Chambery Challes Les Eaux,Annecy,day,Chambery Challes les Eaux → Annecy,FR,FR,39.99,SNCF,day,14,144,0.56,5.76,5.2,90.3,Back-on-Track 2022,2026-03-22,0.00297,0.11877030000000001,5.641229699999999,11.1
E04,Annecy,Chamonix Mont Blanc,day,Annecy → Chamonix Mont Blanc,FR,FR,58.21,SNCF,day,14,144,0.81,8.38,7.57,90.3,Back-on-Track 2022,2026-03-22,0.00297,0.1728837,8.207116300000001,11.1
L2,Annecy,Coppet,day,Annecy → Coppet,FR,FR,46.46,SNCF,day,14,144,0.65,6.69,6.04,90.3,Back-on-Track 2022,2026-03-22,0.00297,0.1379862,6.5520138,11.1
L2,Annecy,Geneve Cornavin,day,Annecy → Geneve Cornavin,FR,FR,34.3,SNCF,day,14,144,0.48,4.94,4.46,90.3,Back-on-Track 2022,2026-03-22,0.00297,0.10187099999999999,4.838129,11.1
C13,Saint Gervais Les Bains Le Fayet,Annecy,day,Saint Gervais les Bains le Fayet → Annecy,FR,FR,44.84,SNCF,day,14,144,0.63,6.46,5.83,90.2,Back-on-Track 2022,2026-03-22,0.00297,0.1331748,6.3268252,11.1
K21,Grenoble,Annecy,day,Grenoble → Annecy,FR,FR,85.14,SNCF,day,14,144,1.19,12.26,11.07,90.3,Back-on-Track 2022,2026-03-22,0.00297,0.2528658,12.0071342,11.1
C13,Annecy,La Roche Sur Foron,day,Annecy → la Roche Sur Foron,FR,FR,23.16,SNCF,day,14,144,0.32,3.34,3.02,90.4,Back-on-Track 2022,2026-03-22,0.00297,0.0687852,3.2712147999999996,11.1
K23,Annecy,Lyon Part Dieu,day,Annecy → Lyon Part Dieu,FR,FR,99.06,SNCF,day,14,144,1.39,14.26,12.87,90.3,Back-on-Track 2022,2026-03-22,0.00297,0.29420820000000003,13.9657918,11.1
K23,Lyon Part Dieu Gare Routiere,Annecy,day,Lyon Part Dieu → Annecy,FR,FR,98.78,SNCF,day,14,144,1.38,14.22,12.84,90.3,Back-on-Track 2022,2026-03-22,0.00297,0.2933766,13.9266234,11.1
621B,Annecy,Marne La Vallee Chessy,night,Annecy → Marne la Vallee Chessy,FR,FR,414.77,SNCF VOYAGEURS,night,14,144,5.81,59.73,53.92,90.3,Back-on-Track 2022,2026-03-22,0.014,5.80678,53.92322,11.1
TGV,Paris Gare De Lyon,Annecy,day,Paris de Lyon → Annecy,CH,CH,431.99,SNCF (Société Nationale des Chemins de fer Français),day,14,144,6.05,62.21,56.16,90.3,Back-on-Track 2022,2026-03-22,0.014,6.04786,56.16214,21.2
621B,Annecy,Paris Gare De Lyon Hall 1 2,night,Annecy → Paris de Lyon Hall 1 2,FR,FR,432.04,SNCF VOYAGEURS,night,14,144,6.05,62.21,56.16,90.3,Back-on-Track 2022,2026-03-22,0.014,6.04856,56.16144,11.1
